t, mcp_t, pip_t, dip_t, mcp_q, pip_q, dip_q, mcp_qd, pip_qd, dip_qd, mcp_qdd, pip_qdd, dip_qdd
0.5800000000000004, 1.1057157121057763e-06, 4.7105938160619376e-07, 1.7429387692630857e-07, 0.3000223513685077, 0.3000177467192512, 0.30001621177753734, 0.0005104399275426598, 0.0004052831971126789, 0.0003702296147418039, 0.005143845869907739, 0.0040841520953249204, 0.0037309073447202327, 
0.6000000000000004, 9.88232843000462e-07, 4.2101247199382264e-07, 1.557765707535691e-07, 0.30003364296248536, 0.30002671210981113, 0.30002440173733974, 0.0006072478495381015, 0.0004821475292604892, 0.0004404458296779655, 0.00459886657632621, 0.003651445054701408, 0.003335625817908576, 
0.6200000000000004, 8.800933101322919e-07, 3.749460715490542e-07, 1.3873207279056028e-07, 0.30004675469682096, 0.30003712267004456, 0.30003391187181344, 0.0006936381158529058, 0.0005507403674031224, 0.0005031059651598399, 0.004097203848458798, 0.0032531308491468517, 0.002971762435663222, 
0.6400000000000005, 7.806106936471236e-07, 3.325676506602901e-07, 1.230521385352876e-07, 0.3000614874632908, 0.3000488203104035, 0.3000445977648244, 0.000770441659336742, 0.0006117214622844653, 0.0005588127090498088, 0.003635675046101495, 0.0028866825004071417, 0.0026370087820614474, 
0.6600000000000005, 6.891476170048055e-07, 2.936055982863419e-07, 1.0863626526521131e-07, 0.30007765809250586, 0.3000616595965837, 0.3000563265609106, 0.0008384282909757795, 0.0006657020346198516, 0.0006081244166203638, 0.0032113251087743616, 0.0025497537258062078, 0.0023292215081140554, 
0.6800000000000005, 6.051122824299805e-07, 2.578077413418988e-07, 9.53911438684664e-08, 0.30009509818010055, 0.3000755068175336, 0.3000689761138997, 0.0008983110723279289, 0.0007132482467573613, 0.0006515582819459352, 0.0028214104452180503, 0.0022401661466998216, 0.0020464106465782773, 
0.7000000000000005, 5.2795524955688e-07, 2.2493996844590402e-07, 8.323014934425367e-08, 0.30011365299692844, 0.30009023912016153, 0.3000824341964578, 0.0009507503783821874, 0.0007548844285395109, 0.000689593284754722, 0.00246338395900556, 0.001955897398990078, 0.0017867287508143812, 
0.7200000000000005, 4.5716644030960363e-07, 1.9478495069253918e-07, 7.207286724814823e-08, 0.3001331804773146, 0.3001057437060206, 0.3000965977662535, 0.0009963576726746519, 0.0007910960747002681, 0.000722672928576098, 0.002134881130268193, 0.0016950700821843582, 0.0015484607996555967, 
0.7400000000000005, 3.922723542277383e-07, 1.671409526193919e-07, 6.184465354982246e-08, 0.3001535502798361, 0.30012191708558006, 0.30011137228472856, 0.0010356990149565405, 0.0008223326299114826, 0.000751207784903994, 0.0018337070791630786, 0.0014559414879406467, 0.0013300148143510029, 
0.7600000000000006, 3.328334795393453e-07, 1.4182072702719704e-07, 5.247622554924823e-08, 0.30017464291549145, 0.30013866438600195, 0.3001266710847463, 0.0010692983202801802, 0.0008490100764581873, 0.0007755778570600932, 0.001557824541949033, 0.0012368940532159834, 0.0011299131374343102, 
0.7800000000000006, 2.7844188629870284e-07, 1.1865048775050228e-07, 4.390328166300568e-08, 0.3001963489384826, 0.3001558987086319, 0.3001424147836538, 0.001097640387040382, 0.0008715133384671939, 0.0007961347764769173, 0.0013053426953940925, 0.001036426486978837, 0.0009467843269015319, 
0.8000000000000006, 2.2871898885589504e-07, 9.746895489383483e-08, 3.60661480466678e-08, 0.3002185681951698, 0.3001735405326776, 0.3001585307385376, 0.0011211737102734406, 0.0008901985156328861, 0.0008132038432251214, 0.0010745067697690868, 0.0008531455230542974, 0.0007793556223637352, 
0.8200000000000006, 1.833134658075253e-07, 7.812646743279943e-08, 2.8909450162308e-08, 0.30024120912707214, 0.30019151716180054, 0.30017495254067983, 0.0011403130953678352, 0.000905394958472246, 0.0008270859217764772, 0.0008636883948875868, 0.0006857582549906511, 0.0006264459428864519, 
0.8400000000000006, 1.4189932640099094e-07, 6.048415843822464e-08, 2.2381807533444412e-08, 0.30026418812408057, 0.30020976221057405, 0.30019161954643403, 0.0011554420862733654, 0.0009174071962938482, 0.0008380592022197938, 0.0006713766275536728, 0.0005330650119629522, 0.00048695937906516307, 
0.8600000000000007, 1.0417411313245358e-07, 4.4413188514905217e-08, 1.6435550053602344e-08, 0.30028742892431626, 0.30022821512797876, 0.3002084764419338, 0.0011669152213030995, 0.0009265167282776499, 0.0008463808364273619, 0.000496169612425521, 0.0003939527375966276, 0.00035987914452481856, 
0.8800000000000007, 6.985723099038449e-08, 2.9794033355675993e-08, 1.1026454329469246e-08, 0.30031086205732455, 0.30024682075530434, 0.300225472839233, 0.0011750601287002537, 0.0009329836873300108, 0.0008522884580005457, 0.00033676683166457283, 0.00026738883628429054, 0.00024426195447837347, 
0.9000000000000007, 3.8688394464093516e-08, 1.65158216004568e-08, 6.113498646852403e-09, 0.3003344243275234, 0.3002655289160146, 0.3002425629016428, 0.0011801794732844337, 0.0009370483856975327, 0.0008560015942010436, 0.00019196190189767347, 0.00015241545405667706, 0.00013923280125655523, 
0.9200000000000007, 1.0426184055038106e-08, 4.475719457780061e-09, 1.658635247041862e-09, 0.30035805833504536, 0.30028429403530144, 0.3002597049961921, 0.001182552764694716, 0.0009389327506904416, 0.0008577229774963068, 6.063587993067209e-05, 4.8144163401380715e-05, 4.398009884282552e-05, 
0.9400000000000007, -1.5153295395974286e-08, -6.421641205179766e-09, -2.3734213065341522e-09, 0.3003817120313146, 0.300303074787218, 0.3002768613712803, 0.0011824380370059648, 0.0009388416582778329, 0.0008576397638100221, -5.824895863404378e-05, -4.624897644101472e-05, -4.2248829587923604e-05, 
0.9600000000000007, -3.825766171434657e-08, -1.626469436585241e-08, -6.015390805465305e-09, 0.3004053383068861, 0.30032183376742866, 0.3002939978577318, 0.0011800734088058605, 0.0009369641717702058, 0.0008559246640690225, -0.00016565490119887033, -0.0001315280101582597, -0.00012015194529515995, 
0.9800000000000008, -5.907941438043851e-08, -2.5135433789497654e-08, -9.297610171525763e-09, 0.3004288946092521, 0.3003405371897512, 0.30031108359158437, 0.0011756785321798695, 0.0009334746922961519, 0.0008527369951734791, -0.00026247417136689415, -0.00020840135262003624, -0.00019037639122837264, 
1.0000000000000007, 0.00013325434428132176, 3.295693868236142e-05, 3.0106441149594687e-06, 0.3004523425884788, 0.3003591546047967, 0.300328090757065, 0.0011694559384559545, 0.0009285340273076075, 0.0008482236560853927, -0.0003495339223276542, -0.00027752575356412075, -0.000253522113807861, 
1.0200000000000007, 0.0002166530871648843, -0.0006563278219865263, 6.3175991807224e-05, 0.30057772323289855, 0.3004776800727461, 0.3001949718658311, -0.008424224791790703, 0.06973848461476208, -0.059184005040771176, -14.777660061391591, 54.261775173342784, -45.89009942393541, 
1.0400000000000007, 0.02259385718433819, -0.08099625811478381, 0.006897679201528968, 0.2980497709835129, 0.3104848712836676, 0.2917572518321462, -2.2208259808040465, 8.093684328764843, -6.884849556280462, -1804.4494168761182, 6542.831287105473, -5572.874213557901, 
1.0600000000000007, 0.04434304821126178, -0.1858780397658392, 0.013299601162759389, 0.2801611828686695, 0.4052961760579803, 0.243697565089093, -4.189328705611111, 18.459513353750783, -12.963333476574597, -4085.636821283278, 14918.7411618962, -13169.811278902926, 
1.0800000000000007, 0.0703391697117022, -0.29057324194967954, 0.02378298671316196, 0.2775902266228934, 0.49486727485130083, 0.23263317159600155, -6.645223485058637, 28.72146256384259, -22.255655538492313, -6468.3268722429875, 23792.72692847406, -21130.44146764981, 
1.1000000000000008, 0.03599829756432005, -0.1740303302201099, 0.012517946258121746, 0.2841604587811366, 0.5623590382930993, 0.24466516512985884, -3.3600181280015438, 17.08275378610207, -11.833388663626863, -3894.961181912804, 14456.558159687864, -13210.03775287472, 
1.1200000000000008, 0.05261828946275051, -0.22906757387297563, 0.019323041807400528, 0.29007685328433175, 0.6211089080601729, 0.25373606054833947, -4.995018061434765, 22.441660004996876, -17.78687234201876, -5196.3081523920955, 19519.440570181876, -17900.16280469196, 
1.1400000000000008, 0.040727550618683425, -0.18310406658459843, 0.015148141949546633, 0.29574018120615525, 0.6659642057788125, 0.2662260532970724, -3.9037471592340065, 17.841557189215116, -14.035494584660814, -4189.436239156609, 15893.229715546157, -14789.27869586616, 
1.1600000000000008, 0.04475499560483069, -0.19297318313912157, 0.017043355600065296, 0.299397128087288, 0.702877173463177, 0.2751724655644994, -4.309849421007819, 18.758373128956464, -15.6078271671797, -4449.470578596658, 17036.695327329035, -15955.752468700826, 
1.1800000000000008, 0.04223765218946347, -0.18046502741463927, 0.01626505372711764, 0.30182093843344804, 0.7320949200372281, 0.2830651304464953, -4.0853607393863065, 17.481317932282856, -14.867199182601027, -4186.802143861988, 16156.568536512223, -15248.214243717648, 
1.2000000000000008, 0.042533657391483286, -0.17859194778463416, 0.01660035780953531, 0.3031281709748445, 0.7557757344314348, 0.2890143282721815, -4.115448258455583, 17.25773955834093, -15.08255649737222, -4162.510187676704, 16168.800088732853, -15343.76419343421, 
1.2200000000000009, 0.04198094858102417, -0.17434405794003321, 0.01655640275458646, 0.3037213318508045, 0.7749195719595524, 0.2937107763283864, -4.059397728526777, 16.807080506313397, -14.976035590086415, -4078.0411034768576, 15928.227056060456, -15189.234411715626, 
1.2400000000000009, 0.041795814761069076, -0.17189871363474205, 0.016649310355728027, 0.30382754540119106, 0.7905476255931159, 0.29729802343807765, -4.0331069609717165, 16.5380672763853, -14.984022980683502, -4031.1238414573268, 15817.436866665192, -15144.253355312168, 
1.260000000000001, 0.0415724680956354, -0.16970596249721354, 0.01670979091152551, 0.3036374061790626, 0.8033871027618034, 0.30005008377083925, -4.0005782368658, 16.297647427744153, -14.964203019617749, -3986.8278365682922, 15703.905373687296, -15087.455237401027, 
1.280000000000001, 0.041417430487935815, -0.1680509457254643, 0.016786853919397358, 0.30327549112218183, 0.8140274455071058, 0.3021413302883994, -3.9728515300875227, 16.11288937730758, -14.957196968843686, -3952.4657346765657, 15618.976714364588, -15050.435157570693, 
1.300000000000001, 0.04129174349045517, -0.16672439712816275, 0.016865654198113873, 0.30282726134531374, 0.8229250371838019, 0.3037206388652816, -3.9471324517499324, 15.962656483918185, -14.950772136311649, -3923.7428650052416, 15548.00856376575, -15020.952509825069, 
1.320000000000001, 0.04119808628997216, -0.16568189801643063, 0.01694933057276651, 0.3023478043469319, 0.8304399194569062, 0.30490020828386305, -3.9241737253412037, 15.842080939432698, -14.947520569991159, -3900.051955290915, 15490.352691081407, -14999.636344968836, 
1.340000000000001, 0.04112938627715521, -0.16485791010317413, 0.017036361195627008, 0.3018718561729172, 0.836855466189734, 0.3057679577884068, -3.903640774853514, 15.744350835984271, -14.946261288456729, -3880.202230134231, 15442.68646313445, -14984.29101625769, 
1.360000000000001, 0.04108193036266181, -0.16420884662521662, 0.017126480872886693, 0.30142016505094504, 0.842395702793456, 0.3063920874751871, -3.8853737331209066, 15.664887442540849, -14.94683700496369, -3863.4377816352135, 15403.106635609076, -14973.857283299247, 
1.380000000000001, 0.041051988865123894, -0.16369854013578083, 0.017219184508228104, 0.30100416605744834, 0.8472380970949975, 0.3068259483612847, -3.869124636959987, 15.599907190374989, -14.948902411983866, -3849.1192510550827, 15369.938737810051, -14967.328024448561, 
1.400000000000001, 0.041036542134768594, -0.16329888024668401, 0.017314090570642697, 0.3006291672805333, 0.851523566348116, 0.3071114091241722, -3.854653906320735, 15.546467414868076, -14.95221076172021, -3836.75122260838, 15341.896759157062, -14963.939419181414, 
1.420000000000001, 0.04103302798091123, -0.1629875068427904, 0.01741085321959951, 0.3002965458739238, 0.8553642109707812, 0.30728147558862784, -3.8417284116838255, 15.502229305281602, -14.956542231397048, -3825.9386042799806, 15317.950086162127, -14963.072478133003, 
1.440000000000001, 0.041039318040938584, -0.16274669080683926, 0.01750917842443888, 0.3000052396294631, 0.8588493495840243, 0.3073622557706357, -3.830133345265767, 15.46533926345668, -14.96171522025277, -3816.3680025454923, 15297.280451200306, -14964.233927452526, 
1.460000000000001, 0.04105364630117042, -0.1625623216500009, 0.01760881491832747, 0.29975275372946814, 0.8620502425854066, 0.30737446074958485, -3.819675104864258, 15.434322908477224, -14.967578456177925, -3807.789858791836, 15279.234950609753, -14967.028108083428, 
1.480000000000001, 0.0410745546818279, -0.16242315361669435, 0.017709550153852838, 0.29953583209653256, 0.8650238055424975, 0.3073345554513302, -3.8101824884529982, 15.408005897215826, -14.974007336668514, -3800.005262466238, 15263.292321246458, -14971.137731754576, 
1.500000000000001, 0.04148034203787811, -0.16225540675009262, 0.01781726509582353, 0.29935089794442854, 0.8678155382510037, 0.3072556485847687, -3.801506068819224, 15.385451390658005, -14.980899651529885, -3792.855450551546, 15249.035804187935, -14976.308019592401, 
1.5200000000000011, 0.041215165222127655, -0.1622729431119998, 0.017936080422071177, 0.29958605288714163, 0.8704834487570895, 0.3069269033059949, -3.767560347155797, 15.374729524919054, -15.001310318262924, -3787.1936005763782, 15241.661198084212, -14986.743303464204, 
1.5400000000000011, 0.04115134681616752, -0.16217304053243056, 0.01801729875949888, 0.3000379993256724, 0.8731085289437998, 0.3067814269148096, -3.756610678339105, 15.35300932393125, -14.991334550857758, -3779.7819767960846, 15223.217076263289, -14987.666564053805, 
1.5600000000000012, 0.04116097159815385, -0.16212005619470518, 0.018114003897109238, 0.3004776278881603, 0.8756524168826104, 0.3067580693156081, -3.7525628028145466, 15.33574601278336, -14.993806436503487, -3773.409439357613, 15210.33714706012, -14993.694280634325, 
1.5800000000000012, 0.04119396701860002, -0.16208270681501555, 0.018215597746626302, 0.30085197226014637, 0.8781087064985066, 0.3067651701790314, -3.750103404231157, 15.32003899922826, -15.000249527181566, -3767.362191300307, 15198.885727090059, -15000.68683096737, 
1.6000000000000012, 0.04123679609276039, -0.1620629761776568, 0.018319588969487995, 0.3011549745640057, 0.8804870166757995, 0.3067695185000109, -3.747853562911666, 15.30611172395123, -15.008486084725622, -3761.6558368335145, 15188.597752488366, -15008.504104598736, 
1.6200000000000012, 0.04128334260668886, -0.16205656411545266, 0.01842450258799173, 0.3013949679717862, 0.882800638228886, 0.3067629556102559, -3.7453145982080844, 15.293550180184067, -15.017325980402997, -3756.1905473230895, 15179.004485588548, -15016.77064223204, 
1.6400000000000012, 0.04133141912095031, -0.1620609174023875, 0.018529849307528802, 0.30158336864848634, 0.8850622814267879, 0.3067459523197206, -3.7423924256896575, 15.282096715821606, -15.026384198069103, -3750.9149139386554, 15169.91642463173, -15025.35811805664, 
1.6600000000000013, 0.04138014976267591, -0.16207377459807407, 0.01863541920205773, 0.30173089940727427, 0.88728281067543, 0.3067215041273615, -3.7391123849883927, 15.271519972592568, -15.035510308915136, -3745.7861936347886, 15161.20239025595, -15034.179657494436, 
1.6800000000000013, 0.041429199948228086, -0.16209336456227516, 0.018741130124068826, 0.30184655942096833, 0.8894711088231669, 0.30669292949929416, -3.7355340388143974, 15.261636963124587, -15.044655578894652, -3740.7722207717816, 15152.7754927413, -15043.181495480132, 
1.7000000000000013, 0.041478435161966455, -0.1621182775932211, 0.01884694603793219, 0.3019375611461495, 0.8916342953174947, 0.30666316931163906, -3.731717987929051, 15.252301516595221, -15.053806101274038, -3735.8478228260537, 15144.571896517476, -15052.325173282214, 
1.7200000000000013, 0.04152779814888102, -0.16214740126248622, 0.018952849674338218, 0.3020095637202543, 0.8937780245154847, 0.3066346275191672, -3.7277164441759947, 15.243398076938643, -15.06296042203656, -3730.993313266677, 15136.543360428197, -15061.582106790262, 
1.7400000000000013, 0.041577260807169204, -0.16217985797964274, 0.019058831264660136, 0.30206696176211834, 0.8959067686444657, 0.30660919641684653, -3.723571557284634, 15.23483542317108, -15.07212076771387, -3726.1932262887062, 15128.652584210868, -15070.930312096545, 
1.7600000000000013, 0.04162680634877295, -0.16221495600950123, 0.01916488433983884, 0.3021131498958312, 0.8980240588283772, 0.3065883335821522, -3.719316387840043, 15.226541640737082, -15.081290027698476, -3721.435395137303, 15120.87043450362, -15080.352624317362, 
1.7800000000000014, 0.041676422654014764, -0.1622521501947966, 0.019271004077960917, 0.302150742763348, 0.9001326816399318, 0.3065731439063459, -3.714976502292078, 15.218460056268835, -15.090470774282455, -3716.7102376744374, 15113.174030566242, -15089.835528704538, 
1.8000000000000014, 0.041726099865339594, -0.1622910109180609, 0.019377186647409478, 0.302181750789491, 0.9022348363114259, 0.3065644520839045, -3.7105715256505283, 15.21054601211198, -15.099665033790679, -3712.010201710739, 15105.545352786236, -15099.368340481164, 
1.8200000000000014, 0.041775829523823936, -0.16233119960520936, 0.019483428921619243, 0.302207718013266, 0.9043322593574594, 0.306562862495087, -3.706116457974513, 15.20276431655978, -15.108874306201471, -3707.329331047374, 15097.970188815583, -15108.942593749322, 
1.8400000000000014, 0.041825604250084775, -0.1623724494227808, 0.019589728334858666, 0.30222982920187064, 0.9064263229549934, 0.3065688072722383, -3.701622732050099, 15.195087233649378, -15.118099653517941, -3702.6629251198183, 15090.437319606082, -15118.55157255308, 
1.8600000000000014, 0.041875417603666504, -0.1624145500731725, 0.019696082792151938, 0.30224899271434913, 0.9085181124600947, 0.3065825843803149, -3.697099042600284, 15.187492899817986, -15.127341794264705, -3698.0072716187747, 15082.937884023158, -15128.189945104063, 
1.8800000000000014, 0.04192526399362696, -0.16245733581900662, 0.01980249060172009, 0.30226590444920015, 0.9106084874363137, 0.3066043876020525, -3.6925519887411857, 15.179964077247867, -15.13660118528145, -3693.359436266809, 15075.464880246931, -15137.853476163455, 
1.9000000000000015, 0.04197513859993149, -0.16250067605000731, 0.01990895041864119, 0.3022810971240186, 0.9126981296876857, 0.30663433007961666, -3.6879865687450337, 15.172487172361262, -15.145878087327073, -3688.717097447389, 15068.012773455597, -15147.53879995134, 
1.9200000000000015, 0.04202503729569781, -0.1625444678515336, 0.0200154611958099, 0.30229497821576823, 0.914787581061651, 0.3066724627701772, -3.683406559804033, 15.165051463017772, -15.155172615964837, -3684.0784160734256, 15060.577186708219, -15157.243240479109, 
1.9400000000000015, 0.04207495656994073, -0.16258863014901012, 0.02012202214078975, 0.302307859149518, 0.9168772732025889, 0.3067187889020664, -3.6788148089357655, 15.157648489955339, -15.164484780385067, -3679.4419331598565, 15053.154657195522, -15166.964669246812, 
1.9600000000000015, 0.04212489345279607, -0.16263309909326562, 0.020228632677941005, 0.30231997773973757, 0.9189675509726496, 0.30677327529127313, -3.674213455504188, 15.150271577494632, -15.173814512763563, -3674.806489185845, 15045.742443949952, -15176.701392468603, 
1.9800000000000015, 0.042174845445155956, -0.1626778244231648, 0.020335292415398654, 0.3023315154330462, 0.9210586908903177, 0.3068358611948789, -3.66960410123143, 15.142915455988536, -15.183161690341347, -3670.171160599523, 15038.338376105217, -15186.452061665606, 
2.0000000000000013, 0.042898781219903016, -0.16262488103208045, 0.020451284846927244, 0.3023426105481164, 0.9231509156487734, 0.3069064652326839, -3.664987939948638, 15.13557596436942, -15.192526151961822, -3665.5352098122735, 15030.940733127267, -15196.215602765827, 
2.019999999999999, 0.04241648393368424, -0.16281248954149577, 0.02058870012811596, 0.3030604687708387, 0.9252612332923338, 0.30660267881594605, -3.6134294368620195, 15.141636367569173, -15.223736345751604, -3662.356351675508, 15032.256957547714, -15213.132978578491, 
2.039999999999997, 0.042296621687431535, -0.1627826906527603, 0.02065537156928807, 0.30411259549129294, 0.92750400953167, 0.3066478005868517, -3.603477879255103, 15.127889471647958, -15.205210600611338, -3656.0964001018388, 15014.695141420774, -15213.723598391382, 
2.0599999999999947, 0.042299671241404165, -0.16278795448862618, 0.020749363960716243, 0.30509615880678964, 0.9297691441849839, 0.3069076630765026, -3.604296676065877, 15.116804575776285, -15.206001406479675, -3650.6345458141745, 15003.808478995845, -15220.949247614495, 
2.0799999999999925, 0.04234064611588751, -0.1628009881382967, 0.020852254292257007, 0.30592624156388687, 0.9320130490884521, 0.3072285519356799, -3.607114886140078, 15.106263740671938, -15.213209675200336, -3645.386197629306, 14994.654718262265, -15229.619709384828, 
2.0999999999999903, 0.04239414556733384, -0.16282292454817415, 0.020958527605042857, 0.30660039176418685, 0.9342274293091999, 0.3075562506928501, -3.609517106823744, 15.096534791332065, -15.22272858567462, -3640.3255604671426, 14986.388531084556, -15238.997047932628, 
2.119999999999988, 0.042450793042722104, -0.16285132877891947, 0.021065867055972198, 0.3071393808150483, 0.9364151657807057, 0.30787556470728467, -3.610842308160594, 15.087439149204915, -15.232904063316614, -3635.3861908520466, 14978.52068198553, -15248.65475221801, 
2.139999999999986, 0.042507518876173475, -0.16288463742524162, 0.02117349627691217, 0.30756768779042715, 0.9385817687129819, 0.3081843956527671, -3.6110524538220057, 15.078838718328903, -15.243195189442542, -3630.532846873808, 14970.864224360597, -15258.443424557907, 
2.1599999999999837, 0.04256341978100826, -0.16292160059470745, 0.021281153788723386, 0.30790746223302967, 0.9407325876853835, 0.30848455842340977, -3.6102878559623006, 15.07061218248925, -15.253432525886044, -3625.74073429696, 14963.329916719791, -15268.298394417856, 
2.1799999999999815, 0.04261834248167682, -0.16296127700534746, 0.02138876572680587, 0.3081771340795457, 0.942872072769258, 0.308778645041571, -3.6087208027011153, 15.062664250475027, -15.263577670643198, -3620.9923066810165, 14955.871564547022, -15278.19063368607, 
2.1999999999999793, 0.04267236894227564, -0.16300295973053364, 0.021496321871320157, 0.30839153636407707, 0.9450037130113181, 0.3090690453911893, -3.606508961231504, 15.05492188263753, -15.273634214366563, -3616.2747557825705, 14948.462182939187, -15288.10556813638, 
2.219999999999977, 0.042725638245372934, -0.16304612156731113, 0.021603832045173965, 0.30856243904184344, 0.947130171141139, 0.3093577099506012, -3.6037842428857108, 15.047330009506485, -15.283617065990011, -3611.578640548242, 14941.084648724132, -15298.035195084456, 
2.239999999999975, 0.042778287838938236, -0.16309037124211367, 0.021711310833071228, 0.3086991245664796, 0.9492534512866928, 0.30964615272579354, -3.600653194142117, 15.039847487436823, -15.293542202618841, -3606.8969747034225, 14933.727524770848, -15307.974824318739, 
2.2599999999999727, 0.04283043692058758, -0.16313541979729976, 0.02181877254171978, 0.30880889500873904, 0.9513750496991477, 0.30993551965525856, -3.5972006037373836, 15.03244378163599, -15.303423649126987, -3602.224588730977, 14926.382988312684, -15317.921632714233, 
2.2799999999999705, 0.04288218406743167, -0.16318105497972846, 0.021926229761477085, 0.30889748923349575, 0.9534960773284065, 0.31022666453958003, -3.5934935171116766, 15.025096361619166, -15.313272907464238, -3597.557665235189, 14919.045659539075, -15327.873942744754, 
2.2999999999999683, 0.04293360924967709, -0.1632271218386795, 0.022033693154539985, 0.3089694166821937, 0.9556173555060752, 0.31052021543967184, -3.5895848096318916, 15.017788699462926, -15.323099152690496, -3592.893394362859, 14911.711864268033, -15337.830816660617, 
2.319999999999966, 0.04298477682831354, -0.1632735080769702, 0.022141171625429945, 0.3090282212715442, 0.9577394892204653, 0.3108166283058227, -3.5855161409057317, 15.010508747478145, -15.332909615451953, -3588.229716126555, 14904.379134874864, -15347.791804469598, 
2.339999999999964, 0.04303573843826794, -0.1633201330215657, 0.022248672581469054, 0.3090766889745031, 0.9598629226736697, 0.3111162288826672, -3.5813203264218716, 15.003247787523694, -15.342709962459935, -3583.565127168377, 14897.0458585042, -15357.756777057864, 
