t,q_o0,q_r0,q_o1,q_r1,qd_o0,qd_r0,qd_o1,qd_r1
0.030000000000000013,-0.015870800515719558,-0.0185868156189884,0.5164086252576995,0.514573484154601,-0.6212348047264813,-0.618380076811647,-0.02191217208604012,-0.0214310187449816
0.032000000000000015,-0.017116148809109125,-0.0185868156189884,0.5163615609879525,0.514573484154601,-0.6226741466947829,-0.618380076811647,-0.023532134873496997,-0.0214310187449816
0.034000000000000016,-0.01836059770325492,-0.0185868156189884,0.5163127998599356,0.514573484154601,-0.6222244470728969,-0.618380076811647,-0.02438056400845212,-0.0214310187449816
0.03600000000000002,-0.019602060523938244,-0.0216813413958075,0.5162631982539928,0.514461483844622,-0.6207314103416637,-0.6181923741690849,-0.024800802971420163,-0.0232402806156558
0.03800000000000002,-0.020845410923373622,-0.0216813413958075,0.5162113889928583,0.514461483844622,-0.6216751997176896,-0.6181923741690849,-0.025904630567211564,-0.0232402806156558
0.04000000000000002,-0.022087318049881687,-0.0247749269776764,0.5161584629884705,0.5143416897991611,-0.6209535632540328,-0.618004374909588,-0.026463002193942563,-0.0245453954432748
0.04200000000000002,-0.02333196255999869,-0.0247749269776764,0.5161036185973233,0.5143416897991611,-0.6223222550585018,-0.618004374909588,-0.027422195573530844,-0.0245453954432748
0.044000000000000025,-0.02457563096953838,-0.0247749269776764,0.5160478234368395,0.5143416897991611,-0.6218342047698459,-0.618004374909588,-0.027897580241906576,-0.0245453954432748
0.04600000000000003,-0.02581627246713043,-0.027867570880026,0.5159916142943135,0.514216625276693,-0.6203207487960248,-0.6178160790331549,-0.028104571263008606,-0.0253463632278387
0.04800000000000003,-0.027058776316807885,-0.027867570880026,0.5159343221900173,0.514216625276693,-0.6212519248387274,-0.6178160790331549,-0.028646052148083925,-0.0253463632278387
0.05000000000000003,-0.028299824641699188,-0.030959271618287005,0.5158765460233866,0.514088813535691,-0.620524162445652,-0.6176274865397869,-0.02888808331535402,-0.0256431839693473
0.05200000000000003,-0.02954360099484995,-0.030959271618287005,0.5158180967179876,0.514088813535691,-0.6218881765753798,-0.6176274865397869,-0.029224652699486483,-0.0256431839693473
0.054000000000000034,-0.030786397812227327,-0.030959271618287005,0.51575939220924,0.514088813535691,-0.6213984086886885,-0.6176274865397869,-0.029352254373806883,-0.0256431839693473
0.056000000000000036,-0.0320261675619117,-0.0340503889052464,0.5157006640365684,0.51394461905755,-0.6198848748421875,-0.617589633847427,-0.029364086335815068,-0.032492326197444
0.05800000000000004,-0.03326793282832713,-0.0340503889052464,0.5156356257911465,0.51394461905755,-0.6208826332077164,-0.617589633847427,-0.03251912271093893,-0.032492326197444
0.06000000000000004,-0.03450831765872861,-0.0371412598945596,0.5155672294997877,0.513764802798321,-0.6201924152007416,-0.617513008940731,-0.03419814567938857,-0.0392222234205242
0.06200000000000004,-0.03575157183978707,-0.0371412598945596,0.5154907346832847,0.513764802798321,-0.6216270905292282,-0.617513008940731,-0.038247408251539806,-0.0392222234205242
0.06400000000000004,-0.036993925650516325,-0.0371412598945596,0.5154099161018183,0.513764802798321,-0.6211769053646287,-0.617513008940731,-0.04040929073317283,-0.0392222234205242
0.06600000000000004,-0.03823329704114713,-0.0402316061665008,0.5153268690390269,0.513553405885874,-0.6196856953154012,-0.617379956785564,-0.04152353139568004,-0.0451119552230082
0.06800000000000005,-0.03947460273479221,-0.0402316061665008,0.5152370654660853,0.513553405885874,-0.6206528468225436,-0.617379956785564,-0.04490178647083018,-0.0451119552230082
0.07000000000000005,-0.040714495073458486,-0.043321145302409,0.5151437065933365,0.513314633352346,-0.6199461693331386,-0.617190477381925,-0.0466794363743648,-0.0501615216048959
0.07200000000000005,-0.04195713594677148,-0.043321145302409,0.5150435751023943,0.513314633352346,-0.6213204366564966,-0.617190477381925,-0.05006574547113847,-0.0501615216048959
0.07400000000000005,-0.04319881089092285,-0.043321145302409,0.5149399000631736,0.513314633352346,-0.6208374720756845,-0.617190477381925,-0.051837519610327565,-0.0501615216048959
0.07600000000000005,-0.04443746853267766,-0.0464095948836231,0.5148344735487194,0.51305269022987,-0.6193288208774053,-0.616944570729813,-0.05271325722709534,-0.0543709225661874
0.07800000000000006,-0.04567793788897221,-0.0464095948836231,0.5147240008066746,0.51305269022987,-0.6202346781472746,-0.616944570729813,-0.05523637102237572,-0.0543709225661874
0.08000000000000006,-0.046916927797720574,-0.0494966724914821,0.5146109595241078,0.5127717815505829,-0.6194949543741815,-0.6166422368292299,-0.05652064128336844,-0.0577401581068826
0.08200000000000006,-0.04815852564771601,-0.0494966724914821,0.5144931491165873,0.5127717815505829,-0.6207989249977194,-0.6166422368292299,-0.05890520376030984,-0.0577401581068826
0.08400000000000006,-0.04939908193647658,-0.0494966724914821,0.5143729380224459,0.5127717815505829,-0.6202781443802832,-0.6166422368292299,-0.06010554707072342,-0.0577401581068826
0.08600000000000006,-0.05063658135176954,-0.05258209570732499,0.5142516402835673,0.5124761123466189,-0.6187497076464767,-0.6162834756801739,-0.06064886943931124,-0.0602692282269815
0.08800000000000006,-0.05187576593084363,-0.05258209570732499,0.5141271310502379,0.5124761123466189,-0.619592289537045,-0.6162834756801739,-0.06225461666469364,-0.0602692282269815
0.09000000000000007,-0.05311340367638714,-0.0556655821124907,0.5140010955649047,0.512169887650114,-0.618818872771755,-0.615868287282647,-0.06301774266661929,-0.0619581329264842
0.09200000000000007,-0.05435350669491203,-0.0556655821124907,0.5138723454075053,0.512169887650114,-0.6200515092624446,-0.615868287282647,-0.06437507869969744,-0.0619581329264842
0.09400000000000007,-0.05559249227678735,-0.0556655821124907,0.5137423521166098,0.512169887650114,-0.6194927909376635,-0.615868287282647,-0.06499664544772162,-0.0619581329264842
0.09600000000000007,-0.05682838218371116,-0.0587468492883183,0.5136119316250005,0.511857312493202,-0.6179449534619041,-0.6153966716366479,-0.06521024580462322,-0.0628068722053906
0.09800000000000007,-0.05806582977228934,-0.0587468492883183,0.513480151537825,0.511857312493202,-0.6187237942890912,-0.6153966716366479,-0.06589004358777925,-0.0628068722053906
0.10000000000000007,-0.05930166353093145,-0.0618256148161467,0.5133478834448791,0.511542591908019,-0.6179168793210517,-0.614868628742176,-0.06613404647294166,-0.0628154460637008
0.10200000000000008,-0.06053981875394125,-0.0618256148161467,0.5132149730153016,0.511542591908019,-0.619077611504903,-0.614868628742176,-0.06645521478875757,-0.0628154460637008
0.10400000000000008,-0.06177678094044604,-0.0618256148161467,0.5130819733316262,0.511542591908019,-0.618481093252392,-0.614868628742176,-0.06649984183771927,-0.0628154460637008
0.10600000000000008,-0.06301060970821776,-0.0649022434231913,0.5129491903088662,0.511217942941959,-0.616914383885863,-0.614600065545084,-0.06639151137998284,-0.0678666901334617
0.10800000000000008,-0.06424615175416681,-0.0649022434231913,0.5128116253513837,0.511217942941959,-0.6177710229745252,-0.614600065545084,-0.0687824787412385,-0.0678666901334617
0.11000000000000008,-0.06548016979290752,-0.0679777031029363,0.5126716921353144,0.51086364498225,-0.617009019370352,-0.6143439802715259,-0.06996660803466144,-0.0736124305773111
0.11200000000000009,-0.06671679921483321,-0.0679777031029363,0.5125248819021232,0.51086364498225,-0.6183147109628468,-0.6143439802715259,-0.07340511659557898,-0.0736124305773111
0.11400000000000009,-0.06795239891503665,-0.0679777031029363,0.51237456376783,0.51086364498225,-0.6177998501017222,-0.6143439802715259,-0.07515906714662,-0.0736124305773111
0.11600000000000009,-0.06918495819967121,-0.0710517362966848,0.5122226071497678,0.510482066199334,-0.6162796423172799,-0.614030041740828,-0.07597830903110764,-0.0787681070868837
0.11800000000000009,-0.07041923893657534,-0.0710517362966848,0.5120646741785662,0.510482066199334,-0.6171403684520597,-0.614030041740828,-0.0789664856007838,-0.0787681070868837
0.12000000000000009,-0.07165200270741626,-0.074124053448595,0.511903753426543,0.5100761598661551,-0.6163818854204597,-0.61365824995299,-0.08046037601154475,-0.0833337196621796
0.1220000000000001,-0.07288727448611906,-0.074124053448595,0.5117366074907089,0.5100761598661551,-0.6176358893514001,-0.61365824995299,-0.08357296791704012,-0.0833337196621796
0.1240000000000001,-0.07412146211391288,-0.074124053448595,0.5115663546497703,0.5100761598661551,-0.6170938138969108,-0.61365824995299,-0.08512642046932073,-0.0833337196621796
0.12600000000000008,-0.0753525820625682,-0.0771943650028256,0.5113947248596117,0.5096488792556589,-0.6155599743276621,-0.613228604908013,-0.08581489507931869,-0.0873092683031988
0.12800000000000009,-0.07658530033690285,-0.0771943650028256,0.5112182667702002,0.5096488792556589,-0.6163591371673196,-0.613228604908013,-0.08822904470574172,-0.0873092683031988
0.1300000000000001,-0.07781643670739431,-0.0802623814035349,0.5110394925787837,0.5092031776407879,-0.6155681852457292,-0.612741106605896,-0.08938709570824577,-0.0906947530099412
0.1320000000000001,-0.07904993635127149,-0.0802623814035349,0.510855876153244,0.5092031776407879,-0.6167498219385888,-0.612741106605896,-0.0918082127698145,-0.0906947530099412
0.1340000000000001,-0.08028227538125865,-0.0802623814035349,0.5106699502393648,0.5092031776407879,-0.6161695149935829,-0.612741106605896,-0.09296295693961312,-0.0906947530099412
0.1360000000000001,-0.08151150816160657,-0.0833278130948814,0.5104831195235578,0.508742008294489,-0.6146163901739594,-0.61219575504664,-0.09341535790347427,-0.0934901737824068
0.1380000000000001,-0.08274220846994368,-0.0833278130948814,0.5102927396679363,0.508742008294489,-0.6153501541685522,-0.61219575504664,-0.09518992781076102,-0.0934901737824068
0.1400000000000001,-0.08397125860718475,-0.0863903705210235,0.5101007786557888,0.508268324489704,-0.6145250686205377,-0.611592550230243,-0.09598050607372248,-0.0956955306205957
0.1420000000000001,-0.08520252404406711,-0.0863903705210235,0.5099054076251033,0.508268324489704,-0.615632718441183,-0.611592550230243,-0.09768551534278522,-0.0956955306205957
0.1440000000000001,-0.08643255153759931,-0.0863903705210235,0.5097085423245921,0.508268324489704,-0.6150137467661002,-0.611592550230243,-0.09843265025558409,-0.0956955306205957
0.1460000000000001,-0.08765943465789093,-0.0894497641261198,0.5095112447426376,0.507785079499378,-0.6134415601458116,-0.6109314921567071,-0.09864879097719544,-0.0973108235245079
0.1480000000000001,-0.0888876533640583,-0.0894497641261198,0.509311691544667,0.507785079499378,-0.6141093530836836,-0.6109314921567071,-0.09977659898527676,-0.0973108235245079
0.1500000000000001,-0.09011415392652748,-0.0925057043543287,0.5091112905792249,0.507295226596456,-0.6132502812345931,-0.6102125808260309,-0.10020048272105976,-0.0983360524941433
0.1520000000000001,-0.09134272058800874,-0.0925057043543287,0.5089089250829079,0.507295226596456,-0.6142833307406296,-0.6102125808260309,-0.10118274815849054,-0.0983360524941433
0.1540000000000001,-0.09256997222761126,-0.0925057043543287,0.5087058783516246,0.507295226596456,-0.6136258198012607,-0.6102125808260309,-0.10152336564159554,-0.0983360524941433
0.1560000000000001,-0.0937940424377184,-0.09555843644381501,0.5085028611363764,0.50679473620714,-0.6120351050535651,-0.609729436296673,-0.1015086076241078,-0.10261967658024
0.1580000000000001,-0.09501957918300812,-0.09555843644381501,0.5082954339009843,0.50679473620714,-0.6127683726448601,-0.609729436296673,-0.10371361769606449,-0.10261967658024
0.16000000000000011,-0.09624347553551792,-0.0986090767474472,0.5080859837208839,0.506267791260542,-0.6119481762548987,-0.609296366145314,-0.10472509005023571,-0.10787136451232199
0.16200000000000012,-0.0974697312393842,-0.0986090767474472,0.5078700830424335,0.506267791260542,-0.6131278519331375,-0.609296366145314,-0.10795033922519688,-0.10787136451232199
0.16400000000000012,-0.09869483864919604,-0.0986090767474472,0.5076510484175499,0.506267791260542,-0.612553704905921,-0.609296366145314,-0.10951731244179007,-0.10787136451232199
0.16600000000000012,-0.0999168610828466,-0.101657398438368,0.5074307194589355,0.505715705126617,-0.6110112168252797,-0.608802918657382,-0.11016447930725487,-0.112666095036295
0.16800000000000012,-0.101140389429281,-0.101657398438368,0.5072047229585268,0.505715705126617,-0.6117641732171996,-0.608802918657382,-0.11299825020431664,-0.112666095036295
0.17000000000000012,-0.10236230316713579,-0.104703099327707,0.5069760455110682,0.505140764879478,-0.6109568689273999,-0.6082490938328771,-0.11433872372927158,-0.117003868152159
0.17200000000000013,-0.10358647658964008,-0.104703099327707,0.5067413137247068,0.505140764879478,-0.6120867112521443,-0.6082490938328771,-0.11736589318074797,-0.117003868152159
0.17400000000000013,-0.10480945078825206,-0.104703099327707,0.5065037046456842,0.505140764879478,-0.6114870993059874,-0.6082490938328771,-0.11880453951128046,-0.117003868152159
0.17600000000000013,-0.10602931612380319,-0.107745877226591,0.5062649802565549,0.504545257593242,-0.6099326677755641,-0.6076348916718001,-0.1193621945646601,-0.12088468385991401
0.17800000000000013,-0.10725055938813385,-0.107745877226591,0.5060214546662752,0.504545257593242,-0.6106216321653337,-0.6076348916718001,-0.1217627951398137,-0.12088468385991401
0.18000000000000013,-0.10847012186623156,-0.11078542994614901,0.505775762088455,0.503931470342022,-0.6097812390488524,-0.60696031217415,-0.12284628891011393,-0.12430854215956001
0.18200000000000013,-0.10969179184678854,-0.11078542994614901,0.5055250730480755,0.503931470342022,-0.6108349902784918,-0.60696031217415,-0.1253445201897632,-0.12430854215956001
0.18400000000000014,-0.11091218348609135,-0.11078542994614901,0.5052721234092034,0.503931470342022,-0.6101958196514046,-0.60696031217415,-0.12647481943607053,-0.12430854215956001
0.18600000000000014,-0.11212942769244993,-0.113821455297509,0.5050184300414962,0.503301690199933,-0.6086221031792922,-0.606225355339927,-0.12684668385357376,-0.127275443051098
0.18800000000000014,-0.11334791223758114,-0.113821455297509,0.5047609197002212,0.503301690199933,-0.609242272565602,-0.606225355339927,-0.12875517063746544,-0.127275443051098
0.19000000000000014,-0.11456464545603257,-0.1168536510918,0.5045018144085343,0.5026582042410901,-0.6083666092257101,-0.605430021169132,-0.12955264584349382,-0.12978538653452598
0.19200000000000014,-0.11578333012154896,-0.1168536510918,0.5042388137269098,0.5026582042410901,-0.609342332758193,-0.605430021169132,-0.13150034081219364,-0.12978538653452598
0.19400000000000014,-0.11700065615114093,-0.1168536510918,0.5039741857280511,0.5026582042410901,-0.608663014795984,-0.605430021169132,-0.1323139994293796,-0.12978538653452598
0.19600000000000015,-0.11821479649320603,-0.119881715140149,0.5037091874263471,0.502003299539608,-0.6070701710325501,-0.6045743096617641,-0.13249915085200556,-0.131838372609846
0.19800000000000015,-0.11943003830629002,-0.119881715140149,0.5034413683668966,0.502003299539608,-0.6076209065419944,-0.6045743096617641,-0.1339095297252403,-0.131838372609846
0.20000000000000015,-0.12064345851395204,-0.122905345253685,0.5031725256690324,0.5013392631696,-0.6067101038310067,-0.6036582208178229,-0.1344213489321081,-0.133434401277056
0.20200000000000015,-0.12185867280794278,-0.122905345253685,0.5029008991989881,0.5013392631696,-0.6076071469953684,-0.6036582208178229,-0.13581323502215442,-0.133434401277056
0.20400000000000015,-0.12307244841987655,-0.122905345253685,0.5026282771504694,0.5013392631696,-0.6068878059668866,-0.6036582208178229,-0.13631102425930042,-0.133434401277056
0.20600000000000016,-0.12428300119670498,-0.12592467650641198,0.5023556500038027,0.50066412182941,-0.605276388414209,-0.6029560921763101,-0.1363135733333825,-0.137254328145579
0.20800000000000016,-0.12549476198810647,-0.12592467650641198,0.5020787983641031,0.50066412182941,-0.6058803957007403,-0.6029560921763101,-0.13842581984982147,-0.137254328145579
0.21000000000000016,-0.12670476703195757,-0.128940978315055,0.5018001651853683,0.49996458830447293,-0.6050025219255522,-0.602347458569692,-0.13931658936736188,-0.14221689562558498
0.21200000000000016,-0.12791686973751556,-0.128940978315055,0.5015152667400922,0.49996458830447293,-0.6060513527789951,-0.602347458569692,-0.14244922263804824,-0.14221689562558498
0.21400000000000016,-0.12912770779653523,-0.128940978315055,0.501227474737542,0.49996458830447293,-0.6054190295098406,-0.602347458569692,-0.143896001275092,-0.14221689562558498
0.21600000000000016,-0.130335425100024,-0.131954073969696,0.5009386587998752,0.499241153632894,-0.6038586517443834,-0.601674913037406,-0.1444079688334208,-0.14680522634342003
0.21800000000000017,-0.13154442650597453,-0.131954073969696,0.5006443036795736,0.499241153632894,-0.6045007029752756,-0.601674913037406,-0.14717756015078803,-0.14680522634342003
0.22000000000000017,-0.13275171974349603,-0.134963643590828,0.5003474752846601,0.498495690871542,-0.6036466187607548,-0.600938455579452,-0.14841419745674836,-0.15101932029908302
0.22200000000000017,-0.13396101457392517,-0.134963643590828,0.5000446132282143,0.498495690871542,-0.6046474152145758,-0.600938455579452,-0.151431028222906,-0.15101932029908302
0.22400000000000017,-0.13516899726804016,-0.134963643590828,0.4997390215698169,0.498495690871542,-0.6039913470574907,-0.600938455579452,-0.15279582919866957,-0.15101932029908302
0.22600000000000017,-0.1363738386656516,-0.137969367298944,0.49943253220788786,0.497730073077285,-0.6024206988057137,-0.60013808619583,-0.15324468096452273,-0.15485917749257502
0.22800000000000017,-0.1375798294897448,-0.137969367298944,0.49912119387810316,0.497730073077285,-0.6029954120466064,-0.60013808619583,-0.15566916489235805,-0.15485917749257502
0.23000000000000018,-0.1387840437195219,-0.140970925214534,0.49880779778147155,0.496946173306989,-0.6021071148885649,-0.59927380488654,-0.15669804831580958,-0.158324797923896
0.23200000000000018,-0.1399900975227827,-0.140970925214534,0.49848922342680857,0.496946173306989,-0.6030269016304055,-0.59927380488654,-0.1592871773315026,-0.158324797923896
0.23400000000000018,-0.14119475610964885,-0.140970925214534,0.49816842375021614,0.496946173306989,-0.6023292934330735,-0.59927380488654,-0.16039983829621132,-0.158324797923896
0.23600000000000018,-0.14239623412268695,-0.14396799745809197,0.49784703554526866,0.49614586461752297,-0.6007390065190544,-0.5983456116515821,-0.16069410247372778,-0.161416181593046
0.23800000000000018,-0.1435987149449476,-0.14396799745809197,0.4975215991512673,0.49614586461752297,-0.601240411130326,-0.5983456116515821,-0.1627181970006592,-0.161416181593046
0.24000000000000019,-0.14479934514486828,-0.14696026415010902,0.49719457584618215,0.49533102006575397,-0.6003150999603298,-0.597353506490955,-0.16351165254256853,-0.16413332850002402
0.2420000000000002,-0.14600164825307171,-0.14696026415010902,0.49686326938565584,0.49533102006575397,-0.6011515541017223,-0.597353506490955,-0.16565323026316625,-0.16413332850002402
0.2440000000000002,-0.14720247151601346,-0.14696026415010902,0.4965302578679543,0.49533102006575397,-0.6004116314708683,-0.597353506490955,-0.16650575885076654,-0.16413332850002402
0.2460000000000002,-0.14840007509408787,-0.149947405411078,0.4961969698408628,0.494503512708551,-0.5988017890372086,-0.596297489404661,-0.16664401354573807,-0.166476238644831
0.2480000000000002,-0.1495985334191105,-0.149947405411078,0.49586044496194004,0.494503512708551,-0.5992291625113179,-0.596297489404661,-0.1682624394613806,-0.166476238644831
0.25000000000000017,-0.15079506731997536,-0.152929101361491,0.4955228038450894,0.49366521560278004,-0.5982669504324268,-0.595177560392699,-0.16882055842531554,-0.16844491202746698
0.25200000000000017,-0.1519931060544681,-0.152929101361491,0.4951817835401066,0.49366521560278004,-0.5990193672463741,-0.595177560392699,-0.17051015249140647,-0.16844491202746698
0.25400000000000017,-0.15318958056306242,-0.152929101361491,0.49483957730647604,0.49366521560278004,-0.5982372542971485,-0.595177560392699,-0.17110311681528267,-0.16844491202746698
0.25600000000000017,-0.1543827974398293,-0.15590538113550698,0.49449739992007957,0.492815388621274,-0.5966084383834389,-0.5942491785356999,-0.17108869319824443,-0.171956559133443
0.2580000000000002,-0.1555769492978291,-0.15590538113550698,0.4941510822681949,0.492815388621274,-0.5970759289998906,-0.5942491785356999,-0.1731588259423421,-0.171956559133443
0.2600000000000002,-0.1567692296970269,-0.158877670442622,0.4938031685691411,0.491942654137901,-0.5961401995988966,-0.593466209151816,-0.17395684952690493,-0.17673515138418303
0.2620000000000002,-0.15796333528795153,-0.158877670442622,0.49344904885249885,0.491942654137901,-0.5970527954623203,-0.593466209151816,-0.17705985832112253,-0.17673515138418303
0.2640000000000002,-0.15915606160886653,-0.158877670442622,0.4930922067731409,0.491942654137901,-0.5963631604574992,-0.593466209151816,-0.17842103967896789,-0.17673515138418303
0.2660000000000002,-0.16034564003543023,-0.161845869521054,0.49273457349284433,0.49104679840760207,-0.5947892132818517,-0.592614723153731,-0.17881664014828577,-0.18119580940519397
0.2680000000000002,-0.16153627399786802,-0.161845869521054,0.4923714366687019,0.49104679840760207,-0.5953169812188995,-0.592614723153731,-0.1815684120712129,-0.18119580940519397
0.2700000000000002,-0.1627251101782616,-0.16480963544480498,0.49200598383399324,0.49012941269278704,-0.5944180901967927,-0.591694720541446,-0.18272641735434958,-0.185338533196477
0.2720000000000002,-0.1639156795533174,-0.16480963544480498,0.49163444150956687,0.49012941269278704,-0.595284687527893,-0.591694720541446,-0.185771162213176,-0.185338533196477
0.2740000000000002,-0.1651048258760687,-0.16480963544480498,0.4912602760826631,0.49012941269278704,-0.5945731613756454,-0.591694720541446,-0.18708271345188024,-0.185338533196477
0.2760000000000002,-0.16629080726220768,-0.16776862528787803,0.490885408971226,0.48919208825586796,-0.5929906930694855,-0.5907062013149621,-0.18743355571853737,-0.18916332275803197
0.2780000000000002,-0.16747770097285514,-0.16776862528787803,0.490505608067684,0.48919208825586796,-0.5934468553237254,-0.5907062013149621,-0.18990045177100512,-0.18916332275803197
0.2800000000000002,-0.16866272521666606,-0.17072249612427698,0.49012383943275084,0.4882364163592561,-0.5925121219054679,-0.5896491654742779,-0.19088431746658208,-0.192670178089858
0.2820000000000002,-0.1698493082962135,-0.17072249612427698,0.4897366986293699,0.4882364163592561,-0.5932915397737266,-0.5896491654742779,-0.19357040169047388,-0.192670178089858
0.2840000000000002,-0.17103437991280385,-0.17072249612427698,0.4893473624459151,0.4882364163592561,-0.592535808295177,-0.5896491654742779,-0.19466809172740238,-0.192670178089858
0.2860000000000002,-0.17221624586998743,-0.173670905028004,0.48895759135856964,0.4872639882653621,-0.5909329785917917,-0.588523613019394,-0.19488554367271677,-0.195859099191955
0.2880000000000002,-0.17339886614340605,-0.173670905028004,0.48856356229050946,0.4872639882653621,-0.5913101367093025,-0.588523613019394,-0.19701453403010166,-0.195859099191955
0.2900000000000002,-0.17457953815203722,-0.17661350907306197,0.48816796752673564,0.48627639523659705,-0.5903360043155907,-0.58732954395031,-0.19779738188691554,-0.19873008606432396
0.2920000000000002,-0.17576158904261108,-0.17661350907306197,0.4877677553824041,0.48627639523659705,-0.5910254452869301,-0.58732954395031,-0.20010607216577078,-0.19873008606432396
0.2940000000000002,-0.17694203805859512,-0.17661350907306197,0.4873657912371645,0.48627639523659705,-0.5902245079920181,-0.58732954395031,-0.20098207261979179,-0.19873008606432396
0.2960000000000002,-0.17811924068205223,-0.179549965333455,0.4869636625379328,0.48527522853537103,-0.5886013117285496,-0.586066958267026,-0.20106434961587089,-0.201283138706965
0.2980000000000002,-0.17929703796016455,-0.179549965333455,0.48655796127978373,0.48527522853537103,-0.5888986390561566,-0.586066958267026,-0.202850629074517,-0.201283138706965
0.3000000000000002,-0.1804728083607294,-0.182479930883186,0.4861510965621522,0.484262079424097,-0.5878852002824319,-0.5847358559695419,-0.20343235881574526,-0.20351825711987698
0.3020000000000002,-0.18164977614715191,-0.182479930883186,0.48574037698046574,0.484262079424097,-0.5884838932112536,-0.5847358559695419,-0.20535979084323858,-0.20351825711987698
0.3040000000000002,-0.18282505189662462,-0.182479930883186,0.48532834792150187,0.484262079424097,-0.5876378747363541,-0.5847358559695419,-0.20601452948194837,-0.20351825711987698
0.3060000000000002,-0.18399704175957662,-0.18540332996333,0.48491641905941996,0.48323697616199607,-0.585994931476001,-0.583570910768324,-0.20596443104096412,-0.206810908934015
0.3080000000000002,-0.18516967608890364,-0.18540332996333,0.48450037419869907,0.48323697616199607,-0.5863171646635078,-0.583570910768324,-0.2080224303604505,-0.206810908934015
0.3100000000000002,-0.18634032140182227,-0.18832174377913502,0.48408288615961104,0.48219012210293605,-0.5853226564593133,-0.5826148712688229,-0.20874401954401203,-0.21146576132209804
0.3120000000000002,-0.18751250764279376,-0.18832174377913502,0.48365917819255644,0.48219012210293605,-0.5860931204857452,-0.5826148712688229,-0.21185398352728732,-0.21146576132209804
0.3140000000000002,-0.18868320131536123,-0.18832174377913502,0.48323287934981907,0.48219012210293605,-0.5853468362837417,-0.5826148712688229,-0.2131494213686721,-0.21146576132209804
0.3160000000000002,-0.18985072852906207,-0.191235186745213,0.482806000903914,0.481120664354411,-0.5837636068504136,-0.581584559217241,-0.21343922295252712,-0.21584334324442897
0.3180000000000002,-0.1910190756597416,-0.191235186745213,0.48237360147435043,0.481120664354411,-0.5841735653397677,-0.581584559217241,-0.21619971478178598,-0.21584334324442897
0.32000000000000023,-0.19218553933511842,-0.19414328712706896,0.4819390149189401,0.48002999065648794,-0.5832318376884125,-0.580479974613577,-0.21729327770517018,-0.219943654701006
0.32200000000000023,-0.1933534571649191,-0.19414328712706896,0.48149823974575334,0.48002999065648794,-0.5839589149003422,-0.580479974613577,-0.22038758659336047,-0.219943654701006
0.32400000000000023,-0.19451984299585576,-0.19414328712706896,0.48105492513914355,0.48002999065648794,-0.5831929154683182,-0.580479974613577,-0.22165730330488892,-0.219943654701006
0.32600000000000023,-0.19568304918698676,-0.197045673190207,0.4806110933974756,0.47891948874923795,-0.5816030955655039,-0.57930111745783,-0.22191587083397854,-0.22376669569183
