t, mcp_t, pip_t, dip_t, mcp_q, pip_q, dip_q, mcp_qd, pip_qd, dip_qd, mcp_qdd, pip_qdd, dip_qdd, 
7.640000, 0.000002, 0.000001, 0.000000, 0.632033, 0.562730, 0.539628, 0.101692, 0.080507, 0.073445, 0.010848, 0.008583, 0.007828, 
7.660000, 0.000002, 0.000001, 0.000000, 0.634069, 0.564342, 0.541099, 0.101909, 0.080679, 0.073602, 0.010847, 0.008582, 0.007827, 
7.680000, 0.000002, 0.000001, 0.000000, 0.636109, 0.565958, 0.542573, 0.102125, 0.080850, 0.073758, 0.010846, 0.008581, 0.007826, 
7.700000, 0.000002, 0.000001, 0.000000, 0.638154, 0.567576, 0.544050, 0.102342, 0.081022, 0.073915, 0.010845, 0.008580, 0.007825, 
7.720000, 0.000002, 0.000001, 0.000000, 0.640203, 0.569199, 0.545530, 0.102559, 0.081194, 0.074071, 0.010844, 0.008580, 0.007825, 
7.740000, 0.000002, 0.000001, 0.000000, 0.642257, 0.570825, 0.547013, 0.102776, 0.081365, 0.074228, 0.010843, 0.008579, 0.007824, 
7.760000, 0.000002, 0.000001, 0.000000, 0.644315, 0.572454, 0.548499, 0.102993, 0.081537, 0.074384, 0.010842, 0.008578, 0.007823, 
7.780000, 0.000002, 0.000001, 0.000000, 0.646377, 0.574086, 0.549989, 0.103210, 0.081708, 0.074541, 0.010841, 0.008577, 0.007822, 
7.800000, 0.000002, 0.000001, 0.000000, 0.648444, 0.575722, 0.551481, 0.103427, 0.081880, 0.074697, 0.010840, 0.008576, 0.007822, 
7.820000, 0.000002, 0.000001, 0.000000, 0.650515, 0.577362, 0.552977, 0.103643, 0.082051, 0.074854, 0.010839, 0.008575, 0.007821, 
7.840000, 0.000002, 0.000001, 0.000000, 0.652590, 0.579005, 0.554476, 0.103860, 0.082223, 0.075010, 0.010838, 0.008575, 0.007820, 
7.860000, 0.000002, 0.000001, 0.000000, 0.654670, 0.580651, 0.555977, 0.104077, 0.082394, 0.075166, 0.010837, 0.008574, 0.007819, 
7.880000, 0.000002, 0.000001, 0.000000, 0.656753, 0.582301, 0.557482, 0.104294, 0.082566, 0.075323, 0.010836, 0.008573, 0.007819, 
7.900000, 0.000002, 0.000001, 0.000000, 0.658842, 0.583954, 0.558991, 0.104510, 0.082737, 0.075479, 0.010835, 0.008572, 0.007818, 
7.920000, 0.000002, 0.000001, 0.000000, 0.660934, 0.585611, 0.560502, 0.104727, 0.082909, 0.075636, 0.010834, 0.008571, 0.007817, 
7.940000, 0.000002, 0.000001, 0.000000, 0.663031, 0.587271, 0.562016, 0.104944, 0.083080, 0.075792, 0.010832, 0.008570, 0.007816, 
7.960000, 0.000002, 0.000001, 0.000000, 0.665132, 0.588934, 0.563534, 0.105160, 0.083251, 0.075948, 0.010831, 0.008570, 0.007816, 
7.980000, 0.000002, 0.000001, 0.000000, 0.667238, 0.590601, 0.565055, 0.105377, 0.083423, 0.076104, 0.010830, 0.008569, 0.007815, 
8.000000, 0.000002, 0.000001, 0.000000, 0.669348, 0.592272, 0.566578, 0.105594, 0.083594, 0.076261, 0.010829, 0.008568, 0.007814, 
8.020000, 0.000001, 0.000001, 0.000000, 0.671462, 0.593945, 0.568105, 0.105774, 0.083737, 0.076391, 0.008809, 0.006964, 0.006349, 
8.040000, 0.000001, 0.000001, 0.000000, 0.673579, 0.595621, 0.569634, 0.105950, 0.083876, 0.076518, 0.008808, 0.006963, 0.006348, 
8.060000, 0.000001, 0.000001, 0.000000, 0.675700, 0.597300, 0.571166, 0.106126, 0.084015, 0.076645, 0.008807, 0.006962, 0.006347, 
8.080000, 0.000001, 0.000001, 0.000000, 0.677825, 0.598982, 0.572700, 0.106302, 0.084154, 0.076772, 0.008806, 0.006961, 0.006346, 
8.100000, 0.000001, 0.000001, 0.000000, 0.679953, 0.600667, 0.574237, 0.106478, 0.084294, 0.076898, 0.008805, 0.006960, 0.006346, 
8.120000, 0.000001, 0.000001, 0.000000, 0.682084, 0.602354, 0.575777, 0.106654, 0.084433, 0.077025, 0.008803, 0.006959, 0.006345, 
8.140000, 0.000001, 0.000001, 0.000000, 0.684219, 0.604044, 0.577318, 0.106830, 0.084572, 0.077152, 0.008802, 0.006959, 0.006344, 
8.160000, 0.000001, 0.000001, 0.000000, 0.686358, 0.605737, 0.578863, 0.107006, 0.084711, 0.077279, 0.008801, 0.006958, 0.006343, 
8.180000, 0.000001, 0.000001, 0.000000, 0.688500, 0.607433, 0.580410, 0.107182, 0.084850, 0.077406, 0.008800, 0.006957, 0.006342, 
8.200000, 0.000001, 0.000001, 0.000000, 0.690645, 0.609132, 0.581959, 0.107358, 0.084989, 0.077533, 0.008799, 0.006956, 0.006342, 
8.220000, 0.000001, 0.000001, 0.000000, 0.692795, 0.610833, 0.583511, 0.107534, 0.085129, 0.077660, 0.008798, 0.006955, 0.006341, 
8.240000, 0.000001, 0.000001, 0.000000, 0.694947, 0.612537, 0.585066, 0.107710, 0.085268, 0.077786, 0.008797, 0.006954, 0.006340, 
8.260000, 0.000001, 0.000001, 0.000000, 0.697103, 0.614244, 0.586623, 0.107886, 0.085407, 0.077913, 0.008796, 0.006953, 0.006339, 
8.280000, 0.000001, 0.000001, 0.000000, 0.699263, 0.615954, 0.588183, 0.108062, 0.085546, 0.078040, 0.008795, 0.006953, 0.006339, 
8.300000, 0.000001, 0.000001, 0.000000, 0.701426, 0.617666, 0.589745, 0.108238, 0.085685, 0.078167, 0.008794, 0.006952, 0.006338, 
8.320000, 0.000001, 0.000001, 0.000000, 0.703593, 0.619381, 0.591310, 0.108414, 0.085824, 0.078294, 0.008793, 0.006951, 0.006337, 
8.340000, 0.000001, 0.000001, 0.000000, 0.705763, 0.621099, 0.592877, 0.108590, 0.085963, 0.078420, 0.008792, 0.006950, 0.006336, 
8.360000, 0.000001, 0.000001, 0.000000, 0.707937, 0.622820, 0.594447, 0.108766, 0.086102, 0.078547, 0.008790, 0.006949, 0.006335, 
8.380000, 0.000001, 0.000001, 0.000000, 0.710114, 0.624544, 0.596019, 0.108941, 0.086241, 0.078674, 0.008789, 0.006948, 0.006335, 
8.400000, 0.000001, 0.000001, 0.000000, 0.712295, 0.626270, 0.597594, 0.109117, 0.086380, 0.078800, 0.008788, 0.006947, 0.006334, 
8.420000, 0.000001, 0.000001, 0.000000, 0.714479, 0.627999, 0.599171, 0.109293, 0.086519, 0.078927, 0.008787, 0.006947, 0.006333, 
8.440000, 0.000001, 0.000001, 0.000000, 0.716667, 0.629731, 0.600751, 0.109469, 0.086658, 0.079054, 0.008786, 0.006946, 0.006332, 
8.460000, 0.000001, 0.000001, 0.000000, 0.718858, 0.631466, 0.602334, 0.109644, 0.086797, 0.079180, 0.008785, 0.006945, 0.006331, 
8.480000, 0.000001, 0.000001, 0.000000, 0.721053, 0.633203, 0.603919, 0.109820, 0.086935, 0.079307, 0.008784, 0.006944, 0.006331, 
8.500000, 0.000001, 0.000001, 0.000000, 0.723251, 0.634943, 0.605506, 0.109996, 0.087074, 0.079434, 0.008783, 0.006943, 0.006330, 
8.520000, 0.000001, 0.000001, 0.000000, 0.725453, 0.636686, 0.607096, 0.110132, 0.087182, 0.079532, 0.006619, 0.005225, 0.004761, 
8.540000, 0.000001, 0.000001, 0.000000, 0.727657, 0.638431, 0.608688, 0.110265, 0.087287, 0.079627, 0.006618, 0.005224, 0.004760, 
8.560000, 0.000001, 0.000001, 0.000000, 0.729864, 0.640178, 0.610281, 0.110397, 0.087391, 0.079722, 0.006617, 0.005224, 0.004759, 
8.580000, 0.000001, 0.000001, 0.000000, 0.732073, 0.641927, 0.611877, 0.110530, 0.087496, 0.079817, 0.006616, 0.005223, 0.004758, 
8.600000, 0.000001, 0.000001, 0.000000, 0.734285, 0.643678, 0.613474, 0.110662, 0.087600, 0.079913, 0.006615, 0.005222, 0.004757, 
8.620000, 0.000001, 0.000001, 0.000000, 0.736500, 0.645431, 0.615074, 0.110794, 0.087705, 0.080008, 0.006614, 0.005221, 0.004757, 
8.640000, 0.000001, 0.000001, 0.000000, 0.738717, 0.647186, 0.616675, 0.110926, 0.087809, 0.080103, 0.006613, 0.005220, 0.004756, 
8.660000, 0.000001, 0.000001, 0.000000, 0.740937, 0.648944, 0.618278, 0.111059, 0.087913, 0.080198, 0.006612, 0.005219, 0.004755, 
8.680000, 0.000001, 0.000001, 0.000000, 0.743160, 0.650703, 0.619883, 0.111191, 0.088018, 0.080293, 0.006610, 0.005218, 0.004754, 
8.700000, 0.000001, 0.000001, 0.000000, 0.745385, 0.652464, 0.621490, 0.111323, 0.088122, 0.080388, 0.006609, 0.005217, 0.004753, 
8.720000, 0.000001, 0.000001, 0.000000, 0.747613, 0.654228, 0.623099, 0.111455, 0.088226, 0.080483, 0.006608, 0.005216, 0.004753, 
8.740000, 0.000001, 0.000001, 0.000000, 0.749843, 0.655994, 0.624709, 0.111587, 0.088331, 0.080578, 0.006607, 0.005216, 0.004752, 
8.760000, 0.000001, 0.000001, 0.000000, 0.752077, 0.657761, 0.626322, 0.111719, 0.088435, 0.080673, 0.006606, 0.005215, 0.004751, 
8.780000, 0.000001, 0.000001, 0.000000, 0.754312, 0.659531, 0.627936, 0.111852, 0.088539, 0.080768, 0.006605, 0.005214, 0.004750, 
8.800000, 0.000001, 0.000001, 0.000000, 0.756551, 0.661303, 0.629553, 0.111984, 0.088644, 0.080863, 0.006604, 0.005213, 0.004749, 
8.820000, 0.000001, 0.000001, 0.000000, 0.758792, 0.663077, 0.631171, 0.112116, 0.088748, 0.080958, 0.006603, 0.005212, 0.004749, 
8.840000, 0.000001, 0.000001, 0.000000, 0.761036, 0.664853, 0.632791, 0.112248, 0.088852, 0.081053, 0.006601, 0.005211, 0.004748, 
8.860000, 0.000001, 0.000001, 0.000000, 0.763282, 0.666632, 0.634413, 0.112380, 0.088956, 0.081148, 0.006600, 0.005210, 0.004747, 
8.880000, 0.000001, 0.000001, 0.000000, 0.765531, 0.668412, 0.636037, 0.112512, 0.089060, 0.081243, 0.006599, 0.005209, 0.004746, 
8.900000, 0.000001, 0.000001, 0.000000, 0.767783, 0.670194, 0.637663, 0.112644, 0.089165, 0.081338, 0.006598, 0.005208, 0.004745, 
8.920000, 0.000001, 0.000001, 0.000000, 0.770037, 0.671979, 0.639291, 0.112776, 0.089269, 0.081433, 0.006597, 0.005208, 0.004744, 
8.940000, 0.000001, 0.000001, 0.000000, 0.772294, 0.673765, 0.640921, 0.112908, 0.089373, 0.081528, 0.006596, 0.005207, 0.004744, 
8.960000, 0.000001, 0.000001, 0.000000, 0.774554, 0.675554, 0.642552, 0.113040, 0.089477, 0.081623, 0.006595, 0.005206, 0.004743, 
8.980000, 0.000001, 0.000001, 0.000000, 0.776816, 0.677344, 0.644186, 0.113171, 0.089581, 0.081717, 0.006593, 0.005205, 0.004742, 
9.000000, 0.000001, 0.000001, 0.000000, 0.779081, 0.679137, 0.645821, 0.113303, 0.089685, 0.081812, 0.006592, 0.005204, 0.004741, 
9.020000, 0.000000, 0.000001, 0.000000, 0.781348, 0.680932, 0.647458, 0.113394, 0.089757, 0.081877, 0.004322, 0.003401, 0.003094, 
9.040000, 0.000000, 0.000001, 0.000000, 0.783617, 0.682728, 0.649097, 0.113481, 0.089825, 0.081939, 0.004320, 0.003400, 0.003093, 
9.060000, 0.000000, 0.000001, 0.000000, 0.785888, 0.684525, 0.650736, 0.113567, 0.089893, 0.082001, 0.004319, 0.003399, 0.003093, 
9.080000, 0.000000, 0.000001, 0.000000, 0.788160, 0.686323, 0.652377, 0.113653, 0.089961, 0.082063, 0.004318, 0.003398, 0.003092, 
9.100000, 0.000000, 0.000001, 0.000000, 0.790434, 0.688123, 0.654019, 0.113740, 0.090029, 0.082125, 0.004317, 0.003397, 0.003091, 
9.120000, 0.000000, 0.000001, 0.000000, 0.792710, 0.689925, 0.655662, 0.113826, 0.090097, 0.082187, 0.004316, 0.003397, 0.003090, 
9.140000, 0.000000, 0.000001, 0.000000, 0.794987, 0.691727, 0.657306, 0.113912, 0.090165, 0.082248, 0.004315, 0.003396, 0.003089, 
9.160000, 0.000000, 0.000001, 0.000000, 0.797266, 0.693531, 0.658952, 0.113999, 0.090233, 0.082310, 0.004314, 0.003395, 0.003088, 
9.180000, 0.000000, 0.000001, 0.000000, 0.799547, 0.695337, 0.660599, 0.114085, 0.090300, 0.082372, 0.004312, 0.003394, 0.003088, 
9.200000, 0.000000, 0.000001, 0.000000, 0.801830, 0.697144, 0.662247, 0.114171, 0.090368, 0.082434, 0.004311, 0.003393, 0.003087, 
9.220000, 0.000000, 0.000001, 0.000000, 0.804114, 0.698952, 0.663896, 0.114257, 0.090436, 0.082495, 0.004310, 0.003392, 0.003086, 
9.240000, 0.000000, 0.000001, 0.000000, 0.806400, 0.700761, 0.665547, 0.114344, 0.090504, 0.082557, 0.004309, 0.003391, 0.003085, 
9.260000, 0.000000, 0.000001, 0.000000, 0.808688, 0.702572, 0.667199, 0.114430, 0.090572, 0.082619, 0.004308, 0.003390, 0.003084, 
9.280000, 0.000000, 0.000001, 0.000000, 0.810978, 0.704384, 0.668852, 0.114516, 0.090640, 0.082681, 0.004307, 0.003389, 0.003083, 
9.300000, 0.000000, 0.000001, 0.000000, 0.813269, 0.706198, 0.670506, 0.114602, 0.090707, 0.082742, 0.004306, 0.003388, 0.003083, 
9.320000, 0.000000, 0.000001, 0.000000, 0.815562, 0.708013, 0.672162, 0.114688, 0.090775, 0.082804, 0.004304, 0.003387, 0.003082, 
9.340000, 0.000000, 0.000001, 0.000000, 0.817857, 0.709829, 0.673818, 0.114774, 0.090843, 0.082865, 0.004303, 0.003387, 0.003081, 
9.360000, 0.000000, 0.000001, 0.000000, 0.820153, 0.711647, 0.675476, 0.114860, 0.090911, 0.082927, 0.004302, 0.003386, 0.003080, 
9.380000, 0.000000, 0.000001, 0.000000, 0.822451, 0.713465, 0.677136, 0.114946, 0.090978, 0.082989, 0.004301, 0.003385, 0.003079, 
9.400000, 0.000000, 0.000001, 0.000000, 0.824751, 0.715286, 0.678796, 0.115032, 0.091046, 0.083050, 0.004300, 0.003384, 0.003078, 
9.420000, 0.000000, 0.000001, 0.000000, 0.827053, 0.717107, 0.680458, 0.115118, 0.091114, 0.083112, 0.004299, 0.003383, 0.003078, 
9.440000, 0.000000, 0.000001, 0.000000, 0.829356, 0.718930, 0.682121, 0.115204, 0.091181, 0.083173, 0.004298, 0.003382, 0.003077, 
9.460000, 0.000000, 0.000001, 0.000000, 0.831661, 0.720755, 0.683785, 0.115290, 0.091249, 0.083235, 0.004296, 0.003381, 0.003076, 
9.480000, 0.000000, 0.000001, 0.000000, 0.833968, 0.722581, 0.685450, 0.115376, 0.091317, 0.083296, 0.004295, 0.003380, 0.003075, 
9.500000, 0.000000, 0.000001, 0.000000, 0.836276, 0.724408, 0.687117, 0.115462, 0.091384, 0.083358, 0.004294, 0.003379, 0.003074, 
9.520000, -0.000000, 0.000000, 0.000000, 0.838586, 0.726236, 0.688784, 0.115506, 0.091418, 0.083389, 0.001952, 0.001520, 0.001375, 
9.540000, -0.000000, 0.000000, 0.000000, 0.840897, 0.728064, 0.690452, 0.115545, 0.091449, 0.083416, 0.001951, 0.001519, 0.001375, 
9.560000, -0.000000, 0.000000, 0.000000, 0.843208, 0.729894, 0.692121, 0.115584, 0.091479, 0.083444, 0.001950, 0.001518, 0.001374, 
9.580000, -0.000000, 0.000000, 0.000000, 0.845520, 0.731724, 0.693790, 0.115623, 0.091509, 0.083471, 0.001948, 0.001517, 0.001373, 
9.600000, -0.000000, 0.000000, 0.000000, 0.847833, 0.733554, 0.695460, 0.115662, 0.091540, 0.083499, 0.001947, 0.001516, 0.001372, 
9.620000, -0.000000, 0.000000, 0.000000, 0.850147, 0.735385, 0.697130, 0.115701, 0.091570, 0.083526, 0.001946, 0.001515, 0.001371, 
9.640000, -0.000000, 0.000000, 0.000000, 0.852461, 0.737217, 0.698801, 0.115740, 0.091600, 0.083554, 0.001945, 0.001514, 0.001370, 
9.660000, -0.000000, 0.000000, 0.000000, 0.854776, 0.739049, 0.700472, 0.115778, 0.091631, 0.083581, 0.001944, 0.001513, 0.001370, 
9.680000, -0.000000, 0.000000, 0.000000, 0.857092, 0.740882, 0.702144, 0.115817, 0.091661, 0.083608, 0.001943, 0.001512, 0.001369, 
9.700000, -0.000000, 0.000000, 0.000000, 0.859409, 0.742716, 0.703817, 0.115856, 0.091691, 0.083636, 0.001941, 0.001511, 0.001368, 
9.720000, -0.000000, 0.000000, 0.000000, 0.861727, 0.744550, 0.705490, 0.115895, 0.091721, 0.083663, 0.001940, 0.001510, 0.001367, 
9.740000, -0.000000, 0.000000, 0.000000, 0.864045, 0.746385, 0.707163, 0.115934, 0.091751, 0.083690, 0.001939, 0.001509, 0.001366, 
9.760000, -0.000000, 0.000000, 0.000000, 0.866364, 0.748220, 0.708837, 0.115972, 0.091782, 0.083718, 0.001938, 0.001509, 0.001365, 
9.780000, -0.000000, 0.000000, 0.000000, 0.868684, 0.750056, 0.710512, 0.116011, 0.091812, 0.083745, 0.001937, 0.001508, 0.001365, 
9.800000, -0.000000, 0.000000, 0.000000, 0.871004, 0.751893, 0.712187, 0.116050, 0.091842, 0.083772, 0.001936, 0.001507, 0.001364, 
9.820000, -0.000000, 0.000000, 0.000000, 0.873326, 0.753730, 0.713863, 0.116089, 0.091872, 0.083800, 0.001934, 0.001506, 0.001363, 
9.840000, -0.000000, 0.000000, 0.000000, 0.875648, 0.755568, 0.715539, 0.116127, 0.091902, 0.083827, 0.001933, 0.001505, 0.001362, 
9.860000, -0.000000, 0.000000, 0.000000, 0.877971, 0.757406, 0.717216, 0.116166, 0.091932, 0.083854, 0.001932, 0.001504, 0.001361, 
9.880000, -0.000000, 0.000000, 0.000000, 0.880295, 0.759245, 0.718893, 0.116205, 0.091962, 0.083881, 0.001931, 0.001503, 0.001360, 
9.900000, -0.000000, 0.000000, 0.000000, 0.882619, 0.761085, 0.720571, 0.116243, 0.091992, 0.083908, 0.001930, 0.001502, 0.001360, 
9.920000, -0.000000, 0.000000, 0.000000, 0.884945, 0.762925, 0.722250, 0.116282, 0.092022, 0.083936, 0.001929, 0.001501, 0.001359, 
9.940000, -0.000000, 0.000000, 0.000000, 0.887271, 0.764766, 0.723929, 0.116320, 0.092052, 0.083963, 0.001927, 0.001500, 0.001358, 
9.960000, -0.000000, 0.000000, 0.000000, 0.889597, 0.766607, 0.725608, 0.116359, 0.092082, 0.083990, 0.001926, 0.001499, 0.001357, 
9.980000, -0.000000, 0.000000, 0.000000, 0.891925, 0.768449, 0.727289, 0.116397, 0.092112, 0.084017, 0.001925, 0.001498, 0.001356, 
10.000000, -0.000001, 0.000000, 0.000000, 0.894253, 0.770291, 0.728969, 0.116436, 0.092142, 0.084044, 0.001924, 0.001497, 0.001355, 
10.020000, -0.000001, 0.000000, 0.000000, 0.896582, 0.772134, 0.730650, 0.116427, 0.092135, 0.084037, -0.000454, -0.000391, -0.000369, 
10.040000, -0.000001, 0.000000, 0.000000, 0.898911, 0.773977, 0.732331, 0.116418, 0.092127, 0.084029, -0.000455, -0.000392, -0.000370, 
10.060000, -0.000001, 0.000000, 0.000000, 0.901239, 0.775819, 0.734011, 0.116409, 0.092119, 0.084022, -0.000456, -0.000392, -0.000371, 
10.080000, -0.000001, 0.000000, 0.000000, 0.903567, 0.777662, 0.735691, 0.116399, 0.092111, 0.084015, -0.000457, -0.000393, -0.000372, 
10.100000, -0.000001, 0.000000, 0.000000, 0.905895, 0.779504, 0.737372, 0.116390, 0.092103, 0.084007, -0.000459, -0.000394, -0.000373, 
10.120000, -0.000001, 0.000000, 0.000000, 0.908222, 0.781346, 0.739052, 0.116381, 0.092095, 0.084000, -0.000460, -0.000395, -0.000374, 
10.140000, -0.000001, 0.000000, 0.000000, 0.910550, 0.783187, 0.740732, 0.116372, 0.092087, 0.083992, -0.000461, -0.000396, -0.000374, 
10.160000, -0.000001, 0.000000, 0.000000, 0.912877, 0.785029, 0.742411, 0.116363, 0.092079, 0.083985, -0.000462, -0.000397, -0.000375, 
10.180000, -0.000001, 0.000000, 0.000000, 0.915204, 0.786871, 0.744091, 0.116353, 0.092071, 0.083977, -0.000463, -0.000398, -0.000376, 
10.200000, -0.000001, 0.000000, 0.000000, 0.917531, 0.788712, 0.745771, 0.116344, 0.092063, 0.083970, -0.000464, -0.000399, -0.000377, 
10.220000, -0.000001, 0.000000, 0.000000, 0.919858, 0.790553, 0.747450, 0.116335, 0.092055, 0.083962, -0.000466, -0.000400, -0.000378, 
10.240000, -0.000001, 0.000000, 0.000000, 0.922185, 0.792394, 0.749129, 0.116326, 0.092047, 0.083955, -0.000467, -0.000401, -0.000379, 
10.260000, -0.000001, 0.000000, 0.000000, 0.924511, 0.794235, 0.750808, 0.116316, 0.092039, 0.083947, -0.000468, -0.000402, -0.000380, 
10.280000, -0.000001, 0.000000, 0.000000, 0.926837, 0.796076, 0.752487, 0.116307, 0.092031, 0.083939, -0.000469, -0.000403, -0.000380, 
10.300000, -0.000001, 0.000000, 0.000000, 0.929163, 0.797916, 0.754166, 0.116297, 0.092023, 0.083932, -0.000470, -0.000403, -0.000381, 
10.320000, -0.000001, 0.000000, 0.000000, 0.931489, 0.799757, 0.755844, 0.116288, 0.092015, 0.083924, -0.000471, -0.000404, -0.000382, 
10.340000, -0.000001, 0.000000, 0.000000, 0.933815, 0.801597, 0.757522, 0.116279, 0.092007, 0.083916, -0.000473, -0.000405, -0.000383, 
10.360000, -0.000001, 0.000000, 0.000000, 0.936140, 0.803437, 0.759201, 0.116269, 0.091999, 0.083909, -0.000474, -0.000406, -0.000384, 
10.380000, -0.000001, 0.000000, 0.000000, 0.938466, 0.805277, 0.760879, 0.116260, 0.091991, 0.083901, -0.000475, -0.000407, -0.000385, 
10.400000, -0.000001, 0.000000, 0.000000, 0.940791, 0.807117, 0.762557, 0.116250, 0.091983, 0.083893, -0.000476, -0.000408, -0.000385, 
10.420000, -0.000001, 0.000000, 0.000000, 0.943116, 0.808956, 0.764235, 0.116241, 0.091975, 0.083886, -0.000477, -0.000409, -0.000386, 
10.440000, -0.000001, 0.000000, 0.000000, 0.945440, 0.810796, 0.765912, 0.116231, 0.091966, 0.083878, -0.000478, -0.000410, -0.000387, 
10.460000, -0.000001, 0.000000, 0.000000, 0.947765, 0.812635, 0.767590, 0.116221, 0.091958, 0.083870, -0.000480, -0.000411, -0.000388, 
10.480000, -0.000001, 0.000000, 0.000000, 0.950089, 0.814474, 0.769267, 0.116212, 0.091950, 0.083862, -0.000481, -0.000412, -0.000389, 
10.500000, -0.000001, -0.000000, 0.000000, 0.952413, 0.816313, 0.770944, 0.116202, 0.091942, 0.083855, -0.000482, -0.000413, -0.000390, 
10.520000, -0.000001, -0.000000, 0.000000, 0.954737, 0.818151, 0.772621, 0.116145, 0.091896, 0.083812, -0.002860, -0.002301, -0.002114, 
10.540000, -0.000001, -0.000000, 0.000000, 0.957059, 0.819988, 0.774297, 0.116088, 0.091850, 0.083770, -0.002861, -0.002302, -0.002115, 
10.560000, -0.000001, -0.000000, 0.000000, 0.959380, 0.821825, 0.775971, 0.116031, 0.091804, 0.083728, -0.002862, -0.002303, -0.002116, 
10.580000, -0.000001, -0.000000, 0.000000, 0.961700, 0.823661, 0.777646, 0.115973, 0.091758, 0.083685, -0.002863, -0.002303, -0.002117, 
10.600000, -0.000001, -0.000000, 0.000000, 0.964019, 0.825495, 0.779319, 0.115916, 0.091712, 0.083643, -0.002864, -0.002304, -0.002118, 
10.620000, -0.000001, -0.000000, 0.000000, 0.966337, 0.827329, 0.780991, 0.115859, 0.091665, 0.083601, -0.002866, -0.002305, -0.002119, 
10.640000, -0.000001, -0.000000, 0.000000, 0.968653, 0.829162, 0.782663, 0.115801, 0.091619, 0.083558, -0.002867, -0.002306, -0.002119, 
10.660000, -0.000001, -0.000000, 0.000000, 0.970969, 0.830994, 0.784333, 0.115744, 0.091573, 0.083516, -0.002868, -0.002307, -0.002120, 
10.680000, -0.000001, -0.000000, 0.000000, 0.973283, 0.832825, 0.786003, 0.115687, 0.091527, 0.083474, -0.002869, -0.002308, -0.002121, 
10.700000, -0.000001, -0.000000, 0.000000, 0.975596, 0.834655, 0.787672, 0.115629, 0.091481, 0.083431, -0.002870, -0.002309, -0.002122, 
10.720000, -0.000001, -0.000000, 0.000000, 0.977908, 0.836484, 0.789340, 0.115572, 0.091435, 0.083389, -0.002871, -0.002310, -0.002123, 
10.740000, -0.000001, -0.000000, 0.000000, 0.980219, 0.838312, 0.791008, 0.115514, 0.091388, 0.083346, -0.002873, -0.002311, -0.002124, 
10.760000, -0.000001, -0.000000, 0.000000, 0.982528, 0.840139, 0.792674, 0.115457, 0.091342, 0.083304, -0.002874, -0.002312, -0.002124, 
10.780000, -0.000001, -0.000000, 0.000000, 0.984837, 0.841965, 0.794340, 0.115399, 0.091296, 0.083261, -0.002875, -0.002313, -0.002125, 
10.800000, -0.000001, -0.000000, 0.000000, 0.987144, 0.843791, 0.796005, 0.115342, 0.091250, 0.083219, -0.002876, -0.002314, -0.002126, 
10.820000, -0.000001, -0.000000, 0.000000, 0.989450, 0.845615, 0.797668, 0.115284, 0.091203, 0.083176, -0.002877, -0.002314, -0.002127, 
10.840000, -0.000001, -0.000000, 0.000000, 0.991756, 0.847439, 0.799332, 0.115227, 0.091157, 0.083134, -0.002878, -0.002315, -0.002128, 
10.860000, -0.000001, -0.000000, 0.000000, 0.994059, 0.849262, 0.800994, 0.115169, 0.091111, 0.083091, -0.002879, -0.002316, -0.002128, 
10.880000, -0.000001, -0.000000, 0.000000, 0.996362, 0.851083, 0.802655, 0.115112, 0.091064, 0.083048, -0.002881, -0.002317, -0.002129, 
10.900000, -0.000001, -0.000000, 0.000000, 0.998664, 0.852904, 0.804316, 0.115054, 0.091018, 0.083006, -0.002882, -0.002318, -0.002130, 
10.920000, -0.000001, -0.000000, 0.000000, 1.000964, 0.854724, 0.805975, 0.114996, 0.090972, 0.082963, -0.002883, -0.002319, -0.002131, 
10.940000, -0.000001, -0.000000, 0.000000, 1.003264, 0.856543, 0.807634, 0.114939, 0.090925, 0.082921, -0.002884, -0.002320, -0.002132, 
10.960000, -0.000001, -0.000000, 0.000000, 1.005562, 0.858361, 0.809292, 0.114881, 0.090879, 0.082878, -0.002885, -0.002321, -0.002133, 
10.980000, -0.000001, -0.000000, 0.000000, 1.007859, 0.860178, 0.810949, 0.114823, 0.090833, 0.082835, -0.002886, -0.002322, -0.002133, 
11.000000, -0.000002, -0.000000, -0.000000, 1.010154, 0.861994, 0.812605, 0.114766, 0.090786, 0.082793, -0.002887, -0.002323, -0.002134, 
11.020000, -0.000002, -0.000000, -0.000000, 1.012449, 0.863809, 0.814260, 0.114661, 0.090702, 0.082716, -0.005230, -0.004182, -0.003833, 
11.040000, -0.000002, -0.000000, -0.000000, 1.014741, 0.865622, 0.815914, 0.114556, 0.090619, 0.082639, -0.005231, -0.004183, -0.003834, 
11.060000, -0.000002, -0.000000, -0.000000, 1.017031, 0.867433, 0.817566, 0.114452, 0.090535, 0.082563, -0.005232, -0.004184, -0.003835, 
11.080000, -0.000002, -0.000000, -0.000000, 1.019319, 0.869243, 0.819216, 0.114347, 0.090451, 0.082486, -0.005233, -0.004185, -0.003836, 
11.100000, -0.000002, -0.000000, -0.000000, 1.021604, 0.871051, 0.820865, 0.114242, 0.090368, 0.082409, -0.005234, -0.004186, -0.003836, 
11.120000, -0.000002, -0.000000, -0.000000, 1.023888, 0.872858, 0.822512, 0.114138, 0.090284, 0.082332, -0.005235, -0.004187, -0.003837, 
11.140000, -0.000002, -0.000000, -0.000000, 1.026170, 0.874662, 0.824158, 0.114033, 0.090200, 0.082256, -0.005237, -0.004188, -0.003838, 
