t, mcp_t, pip_t, dip_t, mcp_q, pip_q, dip_q, mcp_qd, pip_qd, dip_qd, mcp_qdd, pip_qdd, dip_qdd, 
11.160000, -0.000002, -0.000000, -0.000000, 1.028449, 0.876466, 0.825802, 0.113928, 0.090117, 0.082179, -0.005238, -0.004189, -0.003839, 
11.180000, -0.000002, -0.000000, -0.000000, 1.030727, 0.878267, 0.827445, 0.113824, 0.090033, 0.082102, -0.005239, -0.004189, -0.003840, 
11.200000, -0.000002, -0.000000, -0.000000, 1.033002, 0.880067, 0.829086, 0.113719, 0.089949, 0.082025, -0.005240, -0.004190, -0.003840, 
11.220000, -0.000002, -0.000000, -0.000000, 1.035275, 0.881865, 0.830726, 0.113614, 0.089865, 0.081949, -0.005241, -0.004191, -0.003841, 
11.240000, -0.000002, -0.000000, -0.000000, 1.037546, 0.883661, 0.832364, 0.113509, 0.089781, 0.081872, -0.005242, -0.004192, -0.003842, 
11.260000, -0.000002, -0.000000, -0.000000, 1.039815, 0.885456, 0.834001, 0.113404, 0.089697, 0.081795, -0.005243, -0.004193, -0.003843, 
11.280000, -0.000002, -0.000000, -0.000000, 1.042082, 0.887249, 0.835636, 0.113299, 0.089614, 0.081718, -0.005244, -0.004194, -0.003844, 
11.300000, -0.000002, -0.000000, -0.000000, 1.044347, 0.889040, 0.837269, 0.113194, 0.089530, 0.081641, -0.005246, -0.004195, -0.003845, 
11.320000, -0.000002, -0.000000, -0.000000, 1.046610, 0.890830, 0.838901, 0.113090, 0.089446, 0.081564, -0.005247, -0.004196, -0.003845, 
11.340000, -0.000002, -0.000000, -0.000000, 1.048870, 0.892618, 0.840532, 0.112985, 0.089362, 0.081487, -0.005248, -0.004197, -0.003846, 
11.360000, -0.000002, -0.000000, -0.000000, 1.051129, 0.894404, 0.842161, 0.112880, 0.089278, 0.081410, -0.005249, -0.004197, -0.003847, 
11.380000, -0.000002, -0.000000, -0.000000, 1.053385, 0.896189, 0.843788, 0.112775, 0.089194, 0.081333, -0.005250, -0.004198, -0.003848, 
11.400000, -0.000002, -0.000000, -0.000000, 1.055640, 0.897972, 0.845414, 0.112670, 0.089110, 0.081256, -0.005251, -0.004199, -0.003849, 
11.420000, -0.000002, -0.000000, -0.000000, 1.057892, 0.899753, 0.847038, 0.112565, 0.089026, 0.081179, -0.005252, -0.004200, -0.003849, 
11.440000, -0.000002, -0.000000, -0.000000, 1.060142, 0.901533, 0.848661, 0.112460, 0.088942, 0.081102, -0.005253, -0.004201, -0.003850, 
11.460000, -0.000002, -0.000000, -0.000000, 1.062390, 0.903311, 0.850282, 0.112354, 0.088858, 0.081025, -0.005255, -0.004202, -0.003851, 
11.480000, -0.000002, -0.000000, -0.000000, 1.064636, 0.905087, 0.851902, 0.112249, 0.088774, 0.080948, -0.005256, -0.004203, -0.003852, 
11.500000, -0.000002, -0.000000, -0.000000, 1.066880, 0.906861, 0.853520, 0.112144, 0.088690, 0.080871, -0.005257, -0.004204, -0.003853, 
11.520000, -0.000002, -0.000000, -0.000000, 1.069121, 0.908634, 0.855136, 0.111994, 0.088570, 0.080761, -0.007527, -0.006007, -0.005500, 
11.540000, -0.000002, -0.000000, -0.000000, 1.071359, 0.910404, 0.856750, 0.111843, 0.088450, 0.080651, -0.007529, -0.006007, -0.005500, 
11.560000, -0.000002, -0.000000, -0.000000, 1.073595, 0.912172, 0.858362, 0.111693, 0.088329, 0.080541, -0.007530, -0.006008, -0.005501, 
11.580000, -0.000002, -0.000000, -0.000000, 1.075827, 0.913937, 0.859971, 0.111542, 0.088209, 0.080431, -0.007531, -0.006009, -0.005502, 
11.600000, -0.000002, -0.000000, -0.000000, 1.078056, 0.915700, 0.861579, 0.111391, 0.088089, 0.080321, -0.007532, -0.006010, -0.005503, 
11.620000, -0.000002, -0.000000, -0.000000, 1.080282, 0.917460, 0.863184, 0.111241, 0.087969, 0.080211, -0.007533, -0.006011, -0.005504, 
11.640000, -0.000002, -0.000000, -0.000000, 1.082505, 0.919218, 0.864787, 0.111090, 0.087849, 0.080101, -0.007534, -0.006012, -0.005504, 
11.660000, -0.000002, -0.000000, -0.000000, 1.084725, 0.920974, 0.866388, 0.110939, 0.087728, 0.079991, -0.007535, -0.006013, -0.005505, 
11.680000, -0.000002, -0.000000, -0.000000, 1.086943, 0.922727, 0.867987, 0.110789, 0.087608, 0.079881, -0.007536, -0.006014, -0.005506, 
11.700000, -0.000002, -0.000000, -0.000000, 1.089157, 0.924478, 0.869583, 0.110638, 0.087488, 0.079771, -0.007537, -0.006014, -0.005507, 
11.720000, -0.000002, -0.000000, -0.000000, 1.091368, 0.926226, 0.871177, 0.110487, 0.087367, 0.079661, -0.007539, -0.006015, -0.005508, 
11.740000, -0.000002, -0.000000, -0.000000, 1.093576, 0.927972, 0.872769, 0.110336, 0.087247, 0.079550, -0.007540, -0.006016, -0.005508, 
11.760000, -0.000002, -0.000000, -0.000000, 1.095781, 0.929716, 0.874359, 0.110185, 0.087127, 0.079440, -0.007541, -0.006017, -0.005509, 
11.780000, -0.000002, -0.000000, -0.000000, 1.097983, 0.931457, 0.875947, 0.110035, 0.087006, 0.079330, -0.007542, -0.006018, -0.005510, 
11.800000, -0.000002, -0.000000, -0.000000, 1.100182, 0.933196, 0.877532, 0.109884, 0.086886, 0.079220, -0.007543, -0.006019, -0.005511, 
11.820000, -0.000002, -0.000000, -0.000000, 1.102378, 0.934932, 0.879115, 0.109733, 0.086766, 0.079110, -0.007544, -0.006020, -0.005512, 
11.840000, -0.000002, -0.000000, -0.000000, 1.104571, 0.936666, 0.880696, 0.109582, 0.086645, 0.078999, -0.007545, -0.006021, -0.005512, 
11.860000, -0.000002, -0.000000, -0.000000, 1.106761, 0.938398, 0.882275, 0.109431, 0.086525, 0.078889, -0.007546, -0.006021, -0.005513, 
11.880000, -0.000002, -0.000000, -0.000000, 1.108948, 0.940127, 0.883851, 0.109280, 0.086404, 0.078779, -0.007547, -0.006022, -0.005514, 
11.900000, -0.000002, -0.000000, -0.000000, 1.111132, 0.941854, 0.885426, 0.109129, 0.086284, 0.078669, -0.007548, -0.006023, -0.005515, 
11.920000, -0.000002, -0.000000, -0.000000, 1.113313, 0.943578, 0.886998, 0.108978, 0.086164, 0.078558, -0.007549, -0.006024, -0.005515, 
11.940000, -0.000002, -0.000000, -0.000000, 1.115491, 0.945300, 0.888568, 0.108827, 0.086043, 0.078448, -0.007550, -0.006025, -0.005516, 
11.960000, -0.000002, -0.000000, -0.000000, 1.117666, 0.947020, 0.890136, 0.108676, 0.085923, 0.078338, -0.007552, -0.006026, -0.005517, 
11.980000, -0.000002, -0.000000, -0.000000, 1.119837, 0.948737, 0.891701, 0.108525, 0.085802, 0.078227, -0.007553, -0.006026, -0.005518, 
12.000000, -0.000002, -0.000001, -0.000000, 1.122006, 0.950452, 0.893265, 0.108374, 0.085681, 0.078117, -0.007554, -0.006027, -0.005519, 
12.020000, -0.000002, -0.000001, -0.000000, 1.124172, 0.952164, 0.894825, 0.108180, 0.085527, 0.077975, -0.009717, -0.007745, -0.007088, 
12.040000, -0.000002, -0.000001, -0.000000, 1.126333, 0.953872, 0.896383, 0.107985, 0.085372, 0.077833, -0.009718, -0.007746, -0.007088, 
12.060000, -0.000002, -0.000001, -0.000000, 1.128491, 0.955578, 0.897938, 0.107791, 0.085217, 0.077692, -0.009719, -0.007747, -0.007089, 
12.080000, -0.000002, -0.000001, -0.000000, 1.130644, 0.957281, 0.899491, 0.107597, 0.085062, 0.077550, -0.009720, -0.007748, -0.007090, 
12.100000, -0.000002, -0.000001, -0.000000, 1.132794, 0.958980, 0.901040, 0.107402, 0.084907, 0.077408, -0.009721, -0.007748, -0.007091, 
12.120000, -0.000002, -0.000001, -0.000000, 1.134940, 0.960677, 0.902587, 0.107208, 0.084752, 0.077266, -0.009722, -0.007749, -0.007092, 
12.140000, -0.000002, -0.000001, -0.000000, 1.137082, 0.962370, 0.904130, 0.107013, 0.084597, 0.077124, -0.009724, -0.007750, -0.007092, 
12.160000, -0.000002, -0.000001, -0.000000, 1.139220, 0.964060, 0.905671, 0.106819, 0.084442, 0.076983, -0.009725, -0.007751, -0.007093, 
12.180000, -0.000002, -0.000001, -0.000000, 1.141354, 0.965747, 0.907209, 0.106624, 0.084287, 0.076841, -0.009726, -0.007752, -0.007094, 
12.200000, -0.000002, -0.000001, -0.000000, 1.143485, 0.967431, 0.908745, 0.106430, 0.084132, 0.076699, -0.009727, -0.007753, -0.007095, 
12.220000, -0.000002, -0.000001, -0.000000, 1.145611, 0.969112, 0.910277, 0.106235, 0.083977, 0.076557, -0.009728, -0.007753, -0.007095, 
12.240000, -0.000002, -0.000001, -0.000000, 1.147734, 0.970790, 0.911807, 0.106041, 0.083822, 0.076415, -0.009729, -0.007754, -0.007096, 
12.260000, -0.000002, -0.000001, -0.000000, 1.149852, 0.972465, 0.913333, 0.105846, 0.083667, 0.076273, -0.009730, -0.007755, -0.007097, 
12.280000, -0.000002, -0.000001, -0.000000, 1.151967, 0.974137, 0.914857, 0.105652, 0.083511, 0.076131, -0.009731, -0.007756, -0.007098, 
12.300000, -0.000002, -0.000001, -0.000000, 1.154078, 0.975805, 0.916378, 0.105457, 0.083356, 0.075989, -0.009732, -0.007757, -0.007098, 
12.320000, -0.000002, -0.000001, -0.000000, 1.156185, 0.977470, 0.917897, 0.105262, 0.083201, 0.075847, -0.009733, -0.007758, -0.007099, 
12.340000, -0.000002, -0.000001, -0.000000, 1.158288, 0.979133, 0.919412, 0.105068, 0.083046, 0.075705, -0.009734, -0.007758, -0.007100, 
12.360000, -0.000002, -0.000001, -0.000000, 1.160387, 0.980792, 0.920925, 0.104873, 0.082891, 0.075563, -0.009735, -0.007759, -0.007101, 
12.380000, -0.000002, -0.000001, -0.000000, 1.162483, 0.982448, 0.922434, 0.104678, 0.082736, 0.075421, -0.009736, -0.007760, -0.007101, 
12.400000, -0.000002, -0.000001, -0.000000, 1.164574, 0.984101, 0.923941, 0.104483, 0.082580, 0.075279, -0.009737, -0.007761, -0.007102, 
12.420000, -0.000002, -0.000001, -0.000000, 1.166662, 0.985751, 0.925445, 0.104289, 0.082425, 0.075137, -0.009738, -0.007762, -0.007103, 
12.440000, -0.000002, -0.000001, -0.000000, 1.168745, 0.987398, 0.926946, 0.104094, 0.082270, 0.074995, -0.009739, -0.007763, -0.007104, 
12.460000, -0.000002, -0.000001, -0.000000, 1.170825, 0.989042, 0.928445, 0.103899, 0.082115, 0.074853, -0.009740, -0.007763, -0.007104, 
12.480000, -0.000002, -0.000001, -0.000000, 1.172901, 0.990682, 0.929940, 0.103704, 0.081959, 0.074711, -0.009741, -0.007764, -0.007105, 
12.500000, -0.000003, -0.000001, -0.000000, 1.174973, 0.992320, 0.931433, 0.103509, 0.081804, 0.074569, -0.009742, -0.007765, -0.007106, 
12.520000, -0.000003, -0.000001, -0.000000, 1.177040, 0.993954, 0.932922, 0.103274, 0.081617, 0.074397, -0.011763, -0.009369, -0.008571, 
12.540000, -0.000003, -0.000001, -0.000000, 1.179103, 0.995584, 0.934408, 0.103039, 0.081429, 0.074226, -0.011764, -0.009370, -0.008572, 
12.560000, -0.000003, -0.000001, -0.000000, 1.181162, 0.997210, 0.935891, 0.102804, 0.081242, 0.074054, -0.011765, -0.009371, -0.008573, 
12.580000, -0.000003, -0.000001, -0.000000, 1.183215, 0.998833, 0.937370, 0.102568, 0.081055, 0.073883, -0.011766, -0.009372, -0.008573, 
12.600000, -0.000003, -0.000001, -0.000000, 1.185264, 1.000452, 0.938846, 0.102333, 0.080867, 0.073712, -0.011767, -0.009372, -0.008574, 
12.620000, -0.000003, -0.000001, -0.000000, 1.187308, 1.002067, 0.940318, 0.102098, 0.080680, 0.073540, -0.011768, -0.009373, -0.008575, 
12.640000, -0.000003, -0.000001, -0.000000, 1.189347, 1.003679, 0.941787, 0.101862, 0.080492, 0.073369, -0.011769, -0.009374, -0.008576, 
12.660000, -0.000003, -0.000001, -0.000000, 1.191382, 1.005287, 0.943253, 0.101627, 0.080305, 0.073197, -0.011770, -0.009375, -0.008576, 
12.680000, -0.000003, -0.000001, -0.000000, 1.193412, 1.006891, 0.944715, 0.101392, 0.080117, 0.073025, -0.011771, -0.009376, -0.008577, 
12.700000, -0.000003, -0.000001, -0.000000, 1.195437, 1.008491, 0.946173, 0.101156, 0.079930, 0.072854, -0.011772, -0.009376, -0.008578, 
12.720000, -0.000003, -0.000001, -0.000000, 1.197458, 1.010088, 0.947629, 0.100921, 0.079742, 0.072682, -0.011773, -0.009377, -0.008579, 
12.740000, -0.000003, -0.000001, -0.000000, 1.199473, 1.011680, 0.949080, 0.100685, 0.079555, 0.072511, -0.011774, -0.009378, -0.008579, 
12.760000, -0.000003, -0.000001, -0.000000, 1.201485, 1.013269, 0.950529, 0.100450, 0.079367, 0.072339, -0.011775, -0.009379, -0.008580, 
12.780000, -0.000003, -0.000001, -0.000000, 1.203491, 1.014855, 0.951974, 0.100214, 0.079179, 0.072168, -0.011776, -0.009379, -0.008581, 
12.800000, -0.000003, -0.000001, -0.000000, 1.205493, 1.016436, 0.953415, 0.099979, 0.078992, 0.071996, -0.011777, -0.009380, -0.008581, 
12.820000, -0.000003, -0.000001, -0.000000, 1.207490, 1.018014, 0.954853, 0.099743, 0.078804, 0.071824, -0.011778, -0.009381, -0.008582, 
12.840000, -0.000003, -0.000001, -0.000000, 1.209482, 1.019588, 0.956288, 0.099508, 0.078617, 0.071653, -0.011779, -0.009382, -0.008583, 
12.860000, -0.000003, -0.000001, -0.000000, 1.211469, 1.021158, 0.957719, 0.099272, 0.078429, 0.071481, -0.011780, -0.009383, -0.008584, 
12.880000, -0.000003, -0.000001, -0.000000, 1.213452, 1.022725, 0.959147, 0.099036, 0.078241, 0.071309, -0.011781, -0.009383, -0.008584, 
12.900000, -0.000003, -0.000001, -0.000000, 1.215430, 1.024288, 0.960571, 0.098801, 0.078054, 0.071138, -0.011782, -0.009384, -0.008585, 
12.920000, -0.000003, -0.000001, -0.000000, 1.217404, 1.025847, 0.961992, 0.098565, 0.077866, 0.070966, -0.011783, -0.009385, -0.008586, 
12.940000, -0.000003, -0.000001, -0.000000, 1.219373, 1.027402, 0.963409, 0.098329, 0.077678, 0.070794, -0.011784, -0.009386, -0.008586, 
12.960000, -0.000003, -0.000001, -0.000000, 1.221337, 1.028953, 0.964823, 0.098094, 0.077490, 0.070622, -0.011785, -0.009386, -0.008587, 
12.980000, -0.000003, -0.000001, -0.000000, 1.223296, 1.030501, 0.966234, 0.097858, 0.077303, 0.070451, -0.011786, -0.009387, -0.008588, 
13.000000, -0.000003, -0.000001, -0.000000, 1.225250, 1.032045, 0.967641, 0.097622, 0.077115, 0.070279, -0.011787, -0.009388, -0.008588, 
13.020000, -0.000003, -0.000001, -0.000000, 1.227200, 1.033585, 0.969044, 0.097350, 0.076898, 0.070080, -0.013628, -0.010850, -0.009924, 
13.040000, -0.000003, -0.000001, -0.000000, 1.229144, 1.035121, 0.970444, 0.097077, 0.076681, 0.069882, -0.013629, -0.010851, -0.009925, 
13.060000, -0.000003, -0.000001, -0.000000, 1.231082, 1.036652, 0.971839, 0.096805, 0.076464, 0.069683, -0.013630, -0.010852, -0.009926, 
13.080000, -0.000003, -0.000001, -0.000000, 1.233016, 1.038179, 0.973231, 0.096532, 0.076247, 0.069485, -0.013631, -0.010852, -0.009926, 
13.100000, -0.000003, -0.000001, -0.000000, 1.234943, 1.039701, 0.974618, 0.096259, 0.076030, 0.069286, -0.013632, -0.010853, -0.009927, 
13.120000, -0.000003, -0.000001, -0.000000, 1.236865, 1.041219, 0.976002, 0.095987, 0.075813, 0.069088, -0.013633, -0.010854, -0.009928, 
13.140000, -0.000003, -0.000001, -0.000000, 1.238782, 1.042733, 0.977381, 0.095714, 0.075596, 0.068889, -0.013634, -0.010855, -0.009928, 
13.160000, -0.000003, -0.000001, -0.000000, 1.240693, 1.044243, 0.978757, 0.095441, 0.075379, 0.068691, -0.013635, -0.010855, -0.009929, 
13.180000, -0.000003, -0.000001, -0.000000, 1.242599, 1.045748, 0.980128, 0.095169, 0.075161, 0.068492, -0.013636, -0.010856, -0.009930, 
13.200000, -0.000003, -0.000001, -0.000000, 1.244500, 1.047249, 0.981496, 0.094896, 0.074944, 0.068294, -0.013637, -0.010857, -0.009930, 
13.220000, -0.000003, -0.000001, -0.000000, 1.246394, 1.048745, 0.982860, 0.094623, 0.074727, 0.068095, -0.013638, -0.010858, -0.009931, 
13.240000, -0.000003, -0.000001, -0.000000, 1.248284, 1.050238, 0.984220, 0.094350, 0.074510, 0.067896, -0.013639, -0.010858, -0.009932, 
13.260000, -0.000003, -0.000001, -0.000000, 1.250168, 1.051725, 0.985575, 0.094078, 0.074293, 0.067698, -0.013640, -0.010859, -0.009932, 
13.280000, -0.000003, -0.000001, -0.000000, 1.252047, 1.053209, 0.986927, 0.093805, 0.074076, 0.067499, -0.013640, -0.010860, -0.009933, 
13.300000, -0.000003, -0.000001, -0.000000, 1.253920, 1.054688, 0.988275, 0.093532, 0.073858, 0.067300, -0.013641, -0.010861, -0.009934, 
13.320000, -0.000003, -0.000001, -0.000000, 1.255787, 1.056163, 0.989619, 0.093259, 0.073641, 0.067102, -0.013642, -0.010861, -0.009934, 
13.340000, -0.000003, -0.000001, -0.000000, 1.257649, 1.057633, 0.990959, 0.092986, 0.073424, 0.066903, -0.013643, -0.010862, -0.009935, 
13.360000, -0.000003, -0.000001, -0.000000, 1.259506, 1.059099, 0.992294, 0.092713, 0.073207, 0.066704, -0.013644, -0.010863, -0.009936, 
13.380000, -0.000003, -0.000001, -0.000000, 1.261357, 1.060561, 0.993626, 0.092441, 0.072989, 0.066506, -0.013645, -0.010863, -0.009936, 
13.400000, -0.000003, -0.000001, -0.000000, 1.263203, 1.062018, 0.994954, 0.092168, 0.072772, 0.066307, -0.013646, -0.010864, -0.009937, 
13.420000, -0.000003, -0.000001, -0.000000, 1.265044, 1.063471, 0.996278, 0.091895, 0.072555, 0.066108, -0.013647, -0.010865, -0.009938, 
13.440000, -0.000003, -0.000001, -0.000000, 1.266878, 1.064920, 0.997598, 0.091622, 0.072338, 0.065909, -0.013648, -0.010866, -0.009938, 
13.460000, -0.000003, -0.000001, -0.000000, 1.268708, 1.066365, 0.998914, 0.091349, 0.072120, 0.065711, -0.013649, -0.010866, -0.009939, 
13.480000, -0.000003, -0.000001, -0.000000, 1.270532, 1.067805, 1.000226, 0.091076, 0.071903, 0.065512, -0.013650, -0.010867, -0.009940, 
13.500000, -0.000003, -0.000001, -0.000000, 1.272350, 1.069240, 1.001534, 0.090803, 0.071686, 0.065313, -0.013650, -0.010868, -0.009940, 
13.520000, -0.000003, -0.000001, -0.000000, 1.274163, 1.070671, 1.002838, 0.090497, 0.071442, 0.065091, -0.015278, -0.012160, -0.011120, 
13.540000, -0.000003, -0.000001, -0.000000, 1.275970, 1.072097, 1.004137, 0.090192, 0.071199, 0.064868, -0.015278, -0.012160, -0.011121, 
13.560000, -0.000003, -0.000001, -0.000000, 1.277770, 1.073519, 1.005432, 0.089886, 0.070956, 0.064646, -0.015279, -0.012161, -0.011122, 
13.580000, -0.000003, -0.000001, -0.000000, 1.279564, 1.074935, 1.006723, 0.089581, 0.070713, 0.064423, -0.015280, -0.012162, -0.011122, 
13.600000, -0.000003, -0.000001, -0.000000, 1.281353, 1.076347, 1.008009, 0.089275, 0.070470, 0.064201, -0.015281, -0.012162, -0.011123, 
13.620000, -0.000003, -0.000001, -0.000000, 1.283135, 1.077753, 1.009290, 0.088969, 0.070226, 0.063978, -0.015282, -0.012163, -0.011124, 
13.640000, -0.000003, -0.000001, -0.000000, 1.284911, 1.079155, 1.010567, 0.088664, 0.069983, 0.063756, -0.015283, -0.012164, -0.011124, 
13.660000, -0.000003, -0.000001, -0.000000, 1.286681, 1.080552, 1.011840, 0.088358, 0.069740, 0.063533, -0.015284, -0.012165, -0.011125, 
13.680000, -0.000003, -0.000001, -0.000000, 1.288445, 1.081944, 1.013108, 0.088052, 0.069496, 0.063311, -0.015285, -0.012165, -0.011125, 
13.700000, -0.000003, -0.000001, -0.000000, 1.290202, 1.083332, 1.014372, 0.087747, 0.069253, 0.063088, -0.015285, -0.012166, -0.011126, 
13.720000, -0.000003, -0.000001, -0.000000, 1.291954, 1.084714, 1.015631, 0.087441, 0.069010, 0.062866, -0.015286, -0.012167, -0.011127, 
13.740000, -0.000003, -0.000001, -0.000000, 1.293699, 1.086092, 1.016886, 0.087135, 0.068766, 0.062643, -0.015287, -0.012167, -0.011127, 
13.760000, -0.000003, -0.000001, -0.000000, 1.295439, 1.087464, 1.018137, 0.086829, 0.068523, 0.062421, -0.015288, -0.012168, -0.011128, 
13.780000, -0.000003, -0.000001, -0.000000, 1.297172, 1.088832, 1.019383, 0.086524, 0.068280, 0.062198, -0.015289, -0.012169, -0.011128, 
13.800000, -0.000003, -0.000001, -0.000000, 1.298899, 1.090195, 1.020624, 0.086218, 0.068036, 0.061976, -0.015290, -0.012169, -0.011129, 
13.820000, -0.000003, -0.000001, -0.000000, 1.300620, 1.091553, 1.021861, 0.085912, 0.067793, 0.061753, -0.015291, -0.012170, -0.011130, 
13.840000, -0.000003, -0.000001, -0.000000, 1.302335, 1.092906, 1.023094, 0.085606, 0.067550, 0.061530, -0.015291, -0.012171, -0.011130, 
13.860000, -0.000003, -0.000001, -0.000000, 1.304044, 1.094254, 1.024322, 0.085300, 0.067306, 0.061308, -0.015292, -0.012171, -0.011131, 
13.880000, -0.000003, -0.000001, -0.000000, 1.305746, 1.095598, 1.025546, 0.084994, 0.067063, 0.061085, -0.015293, -0.012172, -0.011132, 
13.900000, -0.000003, -0.000001, -0.000000, 1.307443, 1.096936, 1.026765, 0.084689, 0.066819, 0.060863, -0.015294, -0.012173, -0.011132, 
13.920000, -0.000003, -0.000001, -0.000000, 1.309133, 1.098270, 1.027980, 0.084383, 0.066576, 0.060640, -0.015295, -0.012173, -0.011133, 
13.940000, -0.000003, -0.000001, -0.000000, 1.310817, 1.099599, 1.029190, 0.084077, 0.066332, 0.060417, -0.015296, -0.012174, -0.011133, 
13.960000, -0.000003, -0.000001, -0.000000, 1.312496, 1.100923, 1.030396, 0.083771, 0.066089, 0.060195, -0.015296, -0.012175, -0.011134, 
13.980000, -0.000003, -0.000001, -0.000000, 1.314168, 1.102242, 1.031598, 0.083465, 0.065845, 0.059972, -0.015297, -0.012175, -0.011134, 
14.000000, -0.000003, -0.000001, -0.000000, 1.315834, 1.103556, 1.032794, 0.083159, 0.065602, 0.059749, -0.015298, -0.012176, -0.011135, 
14.020000, -0.000003, -0.000001, -0.000000, 1.317493, 1.104865, 1.033987, 0.082826, 0.065336, 0.059507, -0.016675, -0.013269, -0.012134, 
14.040000, -0.000003, -0.000001, -0.000000, 1.319146, 1.106169, 1.035174, 0.082492, 0.065071, 0.059264, -0.016676, -0.013270, -0.012134, 
14.060000, -0.000003, -0.000001, -0.000000, 1.320792, 1.107468, 1.036357, 0.082159, 0.064806, 0.059021, -0.016677, -0.013270, -0.012135, 
14.080000, -0.000003, -0.000001, -0.000000, 1.322432, 1.108761, 1.037535, 0.081825, 0.064540, 0.058778, -0.016677, -0.013271, -0.012135, 
14.100000, -0.000003, -0.000001, -0.000000, 1.324064, 1.110049, 1.038708, 0.081491, 0.064275, 0.058536, -0.016678, -0.013272, -0.012136, 
14.120000, -0.000003, -0.000001, -0.000000, 1.325691, 1.111331, 1.039876, 0.081158, 0.064009, 0.058293, -0.016679, -0.013272, -0.012137, 
14.140000, -0.000003, -0.000001, -0.000000, 1.327310, 1.112609, 1.041039, 0.080824, 0.063744, 0.058050, -0.016680, -0.013273, -0.012137, 
14.160000, -0.000003, -0.000001, -0.000000, 1.328923, 1.113881, 1.042197, 0.080491, 0.063478, 0.057808, -0.016680, -0.013273, -0.012138, 
14.180000, -0.000003, -0.000001, -0.000000, 1.330529, 1.115147, 1.043351, 0.080157, 0.063213, 0.057565, -0.016681, -0.013274, -0.012138, 
14.200000, -0.000003, -0.000001, -0.000000, 1.332129, 1.116409, 1.044499, 0.079823, 0.062948, 0.057322, -0.016682, -0.013275, -0.012139, 
14.220000, -0.000003, -0.000001, -0.000000, 1.333721, 1.117665, 1.045643, 0.079490, 0.062682, 0.057079, -0.016683, -0.013275, -0.012139, 
14.240000, -0.000003, -0.000001, -0.000000, 1.335307, 1.118915, 1.046782, 0.079156, 0.062416, 0.056836, -0.016684, -0.013276, -0.012140, 
14.260000, -0.000003, -0.000001, -0.000000, 1.336887, 1.120161, 1.047916, 0.078822, 0.062151, 0.056594, -0.016684, -0.013277, -0.012141, 
14.280000, -0.000003, -0.000001, -0.000000, 1.338460, 1.121401, 1.049045, 0.078489, 0.061885, 0.056351, -0.016685, -0.013277, -0.012141, 
14.300000, -0.000003, -0.000001, -0.000000, 1.340026, 1.122636, 1.050169, 0.078155, 0.061620, 0.056108, -0.016686, -0.013278, -0.012142, 
14.320000, -0.000003, -0.000001, -0.000000, 1.341585, 1.123865, 1.051289, 0.077821, 0.061354, 0.055865, -0.016687, -0.013278, -0.012142, 
14.340000, -0.000003, -0.000001, -0.000000, 1.343138, 1.125089, 1.052404, 0.077488, 0.061089, 0.055622, -0.016687, -0.013279, -0.012143, 
14.360000, -0.000003, -0.000001, -0.000000, 1.344684, 1.126308, 1.053513, 0.077154, 0.060823, 0.055379, -0.016688, -0.013280, -0.012143, 
14.380000, -0.000003, -0.000001, -0.000000, 1.346223, 1.127522, 1.054618, 0.076820, 0.060558, 0.055137, -0.016689, -0.013280, -0.012144, 
14.400000, -0.000003, -0.000001, -0.000000, 1.347756, 1.128730, 1.055718, 0.076486, 0.060292, 0.054894, -0.016690, -0.013281, -0.012144, 
14.420000, -0.000003, -0.000001, -0.000000, 1.349282, 1.129933, 1.056814, 0.076152, 0.060026, 0.054651, -0.016690, -0.013281, -0.012145, 
14.440000, -0.000003, -0.000001, -0.000000, 1.350802, 1.131130, 1.057904, 0.075819, 0.059761, 0.054408, -0.016691, -0.013282, -0.012145, 
14.460000, -0.000003, -0.000001, -0.000000, 1.352314, 1.132323, 1.058989, 0.075485, 0.059495, 0.054165, -0.016692, -0.013282, -0.012146, 
14.480000, -0.000003, -0.000001, -0.000000, 1.353820, 1.133510, 1.060070, 0.075151, 0.059229, 0.053922, -0.016693, -0.013283, -0.012146, 
14.500000, -0.000003, -0.000001, -0.000000, 1.355320, 1.134691, 1.061146, 0.074817, 0.058964, 0.053679, -0.016693, -0.013284, -0.012147, 
14.520000, -0.000003, -0.000001, -0.000000, 1.356812, 1.135868, 1.062217, 0.074461, 0.058681, 0.053420, -0.017784, -0.014150, -0.012938, 
14.540000, -0.000003, -0.000001, -0.000000, 1.358297, 1.137038, 1.063282, 0.074106, 0.058398, 0.053162, -0.017785, -0.014150, -0.012939, 
14.560000, -0.000003, -0.000001, -0.000000, 1.359776, 1.138203, 1.064342, 0.073750, 0.058115, 0.052903, -0.017786, -0.014151, -0.012939, 
14.580000, -0.000003, -0.000001, -0.000000, 1.361247, 1.139362, 1.065398, 0.073394, 0.057832, 0.052644, -0.017786, -0.014151, -0.012940, 
14.600000, -0.000003, -0.000001, -0.000000, 1.362711, 1.140516, 1.066448, 0.073039, 0.057549, 0.052385, -0.017787, -0.014152, -0.012940, 
14.620000, -0.000003, -0.000001, -0.000000, 1.364168, 1.141663, 1.067493, 0.072683, 0.057266, 0.052126, -0.017788, -0.014153, -0.012941, 
14.640000, -0.000003, -0.000001, -0.000000, 1.365617, 1.142806, 1.068532, 0.072327, 0.056983, 0.051868, -0.017789, -0.014153, -0.012941, 
14.660000, -0.000003, -0.000001, -0.000000, 1.367060, 1.143942, 1.069567, 0.071971, 0.056699, 0.051609, -0.017789, -0.014154, -0.012942, 
